approvedBetween10001And25000,approvedBetween1And10000,approvedBetween25001AndMax,approvedForFemaAssistance,averageFemaInspectedDamage,city,county,disasterNumber,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,hash,id,lastRefresh,noFemaInspectedDamage,otherNeedsAmount,rentalAmount,repairReplaceAmount,state,totalApprovedIhpAmount,totalDamage,totalInspected,totalMaxGrants,validRegistrations,zipCode
1,0,0,1,4086,BEAUMONT,Jefferson (County),4332,1,0,0,0,7b787aa27ab0755c8ad1e1508c5a5fc0,5a2f5292758c6e4347f891ae,2019-01-29T15:58:18.038Z,2,500.0,2418,10621.0,TX,13539.0,12260,3,0,4,77704
27,206,14,247,7383,SPRING,Harris (County),4332,46,121,30,29,19eaf023b846edd87d6481d19f1836f7,5a2f5292758c6e4347f891dc,2019-01-29T15:58:17.980Z,145,154573.0,318414,709480.0,TX,1182466.0,2739325,371,6,572,77389
0,0,1,1,48259,HUNTERS CREEK VILLAGE,Harris (County),4332,0,0,0,1,613c8d57b327b100d0245ef2bbc23a5f,5a2f5292758c6e4347f891c8,2018-11-20T19:06:46.609Z,0,0.0,0,33300.0,TX,33300.0,48259,1,1,1,77063
0,5,0,5,9965,TAYLOR LAKE VILLAGE,Harris (County),4332,2,3,2,0,1b6b7ee2abf6cc4b26725b47b7baa86f,5a2f5292758c6e4347f891ba,2019-01-29T15:58:18.007Z,2,1665.0,9740,0.0,TX,11405.0,89693,9,0,13,77586
3,6,0,9,7945,HUMBLE,Harris (County),4332,1,0,2,1,201725edcdc68c96e8256a93edba735c,5a2f5292758c6e4347f891c7,2019-01-29T15:58:18.033Z,9,9184.0,5646,50051.0,TX,64882.0,103293,13,0,18,77345
199,695,153,1047,15452,SPRING,Harris (County),4332,200,257,206,307,9555ab43cdea3fad537d098b35886668,5a2f5292758c6e4347f891db,2019-01-29T15:58:17.980Z,401,671828.0,1922858,7136183.0,TX,9730869.0,21185667,1371,82,1955,77379
28,262,2,292,4007,VAN VLECK,Matagorda (County),4332,37,153,7,2,d98d3358bb81a98f12ec27af9b708cac,5a2f5293758c6e4347f891f2,2018-11-20T19:06:47.028Z,102,195484.0,115947,514121.0,TX,825553.0,1206139,301,1,477,77482
0,1,0,1,24045,WHARTON,Matagorda (County),4332,0,0,1,0,0637c55320708484e957287941a27f79,5a2f5293758c6e4347f89202,2018-11-20T19:06:47.186Z,0,0.0,1244,0.0,TX,1244.0,24045,1,0,1,77488
1,2,0,3,3901,OLD RIVER-WINFREE,Liberty (County),4332,1,1,0,0,78d16aa7d63a356e4a6020276feb1947,5a2f5293758c6e4347f891e9,2019-01-29T15:58:18.015Z,3,1000.0,1952,16115.0,TX,19067.0,19508,5,0,6,77535
0,27,0,27,662,YOAKUM,Lavaca (County),4332,0,37,0,0,a9510f1934b8c151ee22983bedac0c5c,5a2f5293758c6e4347f891df,2018-11-20T19:06:47.177Z,31,8336.0,5188,17812.0,TX,31336.0,45021,68,0,104,77995
0,1,0,1,7566,CLEVLAND,Liberty (County),4332,0,1,0,0,24cc1933703b4c1081ade69d1af90c9a,5a2f5293758c6e4347f891e3,2019-01-29T15:58:18.014Z,0,0.0,2132,6542.0,TX,8674.0,7567,1,0,1,77327
2,30,0,32,996,HALLETTSVILLE,Lavaca (County),4332,0,50,0,0,b2c34227ca877639328f931e0bc3a1a8,5a2f5293758c6e4347f891de,2019-01-29T15:58:18.041Z,36,18358.0,10041,44562.0,TX,72961.0,85707,86,0,122,77964
0,3,0,3,2327,BOLING,Matagorda (County),4332,0,1,0,0,a1cb15f77c474295ea27e6e82abd84d7,5a2f5293758c6e4347f891ed,2018-11-20T19:06:47.026Z,3,1000.0,0,9310.0,TX,10310.0,9310,4,0,6,77420
7,79,1,87,1828,CONROE,Montgomery (County),4332,9,81,4,1,411a882a34036c6fe7efa9c7ef92e57b,5a2f5293758c6e4347f891f4,2018-11-20T19:06:47.030Z,111,53763.0,51712,180081.0,TX,285556.0,376670,206,1,312,77303
0,9,0,9,1023,LEDBETTER,Lee (County),4332,0,15,0,0,963bc465bdba083399edc673218f3814,5a2f5293758c6e4347f891e0,2018-11-20T19:06:47.177Z,3,3528.0,4140,4214.0,TX,11882.0,18423,18,0,20,78946
0,3,0,3,3513,TAYLOR LANDING,Jefferson (County),4332,1,2,0,0,36c742342fc031b97df05231f2915a26,5a2f5293758c6e4347f89213,2019-01-29T15:58:18.040Z,4,500.0,3424,616.0,TX,4540.0,24596,7,0,9,77705
1,30,0,31,1104,MATAGORDA,Matagorda (County),4332,1,33,0,0,a0c6c731cc83faf31e38f7288e00adfc,5a2f5293758c6e4347f89229,2018-11-20T19:06:47.263Z,21,16454.0,7636,23207.0,TX,47297.0,60720,55,0,99,77457
0,1,0,1,3357,OLD RIVER WINFREE,Liberty (County),4332,0,2,0,0,7b7b961001ad697ccca9630d1adaa0c0,5a2f5293758c6e4347f89222,2018-11-20T19:06:47.260Z,0,1739.0,2718,0.0,TX,4457.0,6714,2,0,2,77535
63,760,8,831,2048,BEAUMONT,Jefferson (County),4332,83,611,18,3,f6083cc4c1f5d1542d27977fe2c9b2d4,5a2f5293758c6e4347f89234,2019-01-29T15:58:18.096Z,595,510431.0,236640,1335190.0,TX,2082262.0,2683037,1310,2,2148,77707
10,174,5,189,4496,MAGNOLIA,Montgomery (County),4332,42,135,15,7,9b502e33eaf4063f92a8d9d02e606f39,5a2f5293758c6e4347f89208,2019-01-29T15:58:18.103Z,124,118389.0,172706,322032.0,TX,613128.0,1452437,323,2,465,77355
1,0,0,1,27250,HOUSTON,Liberty (County),4332,0,0,1,0,889aefbcb4ed35beaf38c1e11a460d48,5a2f5293758c6e4347f8924a,2018-11-20T19:06:47.180Z,0,0.0,2666,19581.0,TX,22247.0,27250,1,0,1,77044
1,37,1,39,1393,KARNES CITY,Karnes (County),4332,1,65,0,1,d89dd1f53917a7abe1e83334a89e3fc9,5a2f5293758c6e4347f89215,2019-01-29T15:58:18.041Z,34,15980.0,17640,81095.0,TX,114715.0,140746,101,1,118,78118
0,33,1,34,2198,CONROE,Montgomery (County),4332,0,10,1,2,5107e2bc0ce7028ac1a4a02bb14363b7,5a2f5293758c6e4347f89204,2019-01-29T15:58:18.102Z,42,14750.0,9936,38000.0,TX,62686.0,120935,55,1,106,77384
91,138,23,252,14898,HAMSHIRE,Jefferson (County),4332,94,78,73,26,98a84ead23611dd205acea03eea3b877,5a2f5293758c6e4347f8920d,2019-01-29T15:58:18.064Z,37,253201.0,286239,2045417.0,TX,2584857.0,4588763,308,11,344,77622
0,18,0,18,661,RIVIERA,Kleberg (County),4332,0,17,0,0,73e2777e2d2b1dbf224b49670e71f9c8,5a2f5293758c6e4347f89217,2019-01-29T15:58:18.067Z,19,7152.0,3642,17145.0,TX,27939.0,23821,36,0,47,78379
1,14,8,23,46090,BEVIL OAKS,Jefferson (County),4332,0,0,4,19,3b370e6bbab66b74acc6da23693ad936,5a2f5293758c6e4347f8920b,2019-01-29T15:58:18.038Z,0,23111.0,36740,258135.0,TX,317986.0,1060091,23,6,23,77713
0,40,0,40,308,BLESSING,Matagorda (County),4332,0,44,0,0,f3f19720d8a79771f875cb68537a834a,5a2f5293758c6e4347f89226,2019-01-29T15:58:17.990Z,23,19423.0,5232,6702.0,TX,31356.0,20702,67,0,157,77419
0,0,0,0,12392,HOUSTON,Montgomery (County),4332,1,0,0,0,551d0a5fa7a223bfe45ca2ca86a8a2b7,5a2f5293758c6e4347f89230,2019-01-29T15:58:17.992Z,0,0.0,0,0.0,TX,0.0,12393,1,0,1,77079
0,1,0,1,3300,WALLISVILLE,Liberty (County),4332,0,2,0,0,b4ff9d0abe2c4e38ca0213d59f15b7e2,5a2f5293758c6e4347f89225,2018-11-20T19:06:47.183Z,0,0.0,0,731.0,TX,731.0,6600,2,0,2,77597
2,14,0,16,5800,HOCKLEY,Montgomery (County),4332,5,14,3,0,21771471626cd58f76cb40d84a6872bd,5a2f5293758c6e4347f891f6,2018-11-20T19:06:47.344Z,7,2512.0,20748,36945.0,TX,60205.0,168206,29,0,33,77447
1,0,0,1,18764,BEAUMONT,Jefferson (County),4332,1,0,0,0,894dbb4eeb6d018d9cfa4f8339ef50ca,5a2f5293758c6e4347f8920a,2018-11-20T19:06:47.170Z,0,0.0,0,18764.0,TX,18764.0,18764,1,0,1,77709
1,1,0,2,2478,CHINA,Jefferson (County),4332,1,1,0,0,396e47c4f53988641e2c73362574af94,5a2f5293758c6e4347f8920c,2019-01-29T15:58:18.039Z,3,145.0,3424,12938.0,TX,16507.0,12393,5,0,6,77713
0,69,0,69,456,MARKHAM,Matagorda (County),4332,1,52,0,0,743185e085cf8bd084289bc0e8a81953,5a2f5293758c6e4347f891ff,2018-11-20T19:06:47.185Z,53,33026.0,9543,15786.0,TX,58356.0,48378,106,0,199,77456
1,27,0,28,2405,DAISETTA,Liberty (County),4332,4,32,1,0,2d8b60e84150b185b640253613d7abd6,5a2f5293758c6e4347f8921d,2018-11-20T19:06:47.021Z,25,11062.0,23094,44976.0,TX,79132.0,149141,62,0,75,77533
1,10,0,11,1738,CEDAR LANE,Matagorda (County),4332,0,15,1,0,f7c21a12d40aa49e63644097e3b2656b,5a2f5293758c6e4347f89227,2018-11-20T19:06:47.262Z,12,5150.0,8018,36891.0,TX,50059.0,48669,28,0,33,77415
7,24,1,32,5004,PLEDGER,Matagorda (County),4332,6,25,4,0,a51a99fe296712f3b256cd50be8eb3b5,5a2f5293758c6e4347f8922a,2019-01-29T15:58:18.468Z,9,16064.0,18558,136541.0,TX,171163.0,220206,44,0,51,77468
1,21,4,26,12395,KINGWOOD,Montgomery (County),4332,1,4,0,10,e911b61c9b5d44b8c4035e79993379b2,5a2f5293758c6e4347f89231,2018-11-20T19:06:47.189Z,24,14209.0,24184,129462.0,TX,167855.0,483411,39,2,92,77339
0,2,0,2,1248,DOBBIN,Montgomery (County),4332,0,5,0,0,8a2089b6319abd103aa5bacf9ed1613c,5a2f5293758c6e4347f8922f,2019-01-29T15:58:18.045Z,2,3785.0,1742,0.0,TX,5527.0,8741,7,0,8,77333
24,85,1,110,4295,HULL,Liberty (County),4332,17,110,6,1,84a660990153e1285e5d670a46840f28,5a2f5293758c6e4347f891e7,2018-11-20T19:06:47.022Z,46,93092.0,75898,498151.0,TX,667140.0,773149,180,0,224,77564
11,44,1,56,6115,SWEENY,Matagorda (County),4332,7,26,6,1,c8f90a912bbcc698c1c08236f18da680,5a2f5293758c6e4347f8922b,2019-01-29T15:58:18.468Z,19,52123.0,42577,185051.0,TX,279751.0,360821,59,0,81,77480
2,8,0,10,2184,AMES,Liberty (County),4332,2,12,0,0,1d80c982b53b34902f2a7d6e7f5ea605,5a2f5293758c6e4347f89245,2019-01-29T15:58:18.013Z,6,6582.0,6882,33449.0,TX,46913.0,43690,20,0,22,77575
0,5,0,5,1456,HARDIN,Liberty (County),4332,0,7,0,0,927814495ba9a9de97a1e8bd14adae43,5a2f5293758c6e4347f8921f,2018-11-20T19:06:47.022Z,2,1824.0,2666,8445.0,TX,12935.0,13107,9,0,11,77575
91,301,43,435,16049,CONROE,Montgomery (County),4332,93,147,76,133,92780eb3832824443c220d285e2a28b0,5a2f5293758c6e4347f8922e,2019-01-29T15:58:18.469Z,124,460813.0,783926,2438644.0,TX,3683383.0,9196212,573,23,762,77385
5,99,1,105,1173,CONROE,Montgomery (County),4332,5,120,1,0,933cf7148d303da15f84e632b648bf34,5a2f5293758c6e4347f89203,2018-11-20T19:06:47.187Z,110,49921.0,52501,159648.0,TX,262069.0,276836,236,1,369,77301
0,7,0,7,277,SHINER,Lavaca (County),4332,0,16,0,0,e42375b102a6b551406c8f45e9660a9b,5a2f5293758c6e4347f89242,2019-01-29T15:58:18.012Z,11,4166.0,1048,581.0,TX,5796.0,7497,27,0,38,77984
185,770,92,1047,6238,CLEVELAND,Liberty (County),4332,194,839,90,68,ce51ff5b3b7c29f4b7614418c8bafeb9,5a2f5293758c6e4347f891e2,2019-01-29T15:58:18.013Z,422,1242193.0,1128589,5357950.0,TX,7728731.0,10062149,1613,42,2026,77327
6,394,0,400,899,PALACIOS,Matagorda (County),4332,5,264,1,0,3b0d832827c3a1bb177b0f364d14a857,5a2f5293758c6e4347f89200,2019-01-29T15:58:18.044Z,181,199446.0,63973,206022.0,TX,469440.0,405882,451,0,926,77465
41,46,13,100,10416,NOME,Jefferson (County),4332,38,45,25,7,4f82808fa9599b1febea9f2dc5db28b2,5a2f5293758c6e4347f8920f,2019-01-29T15:58:18.064Z,36,233237.0,142598,889502.0,TX,1265337.0,1572895,151,3,174,77629
1,1,0,2,7790,PORT ARTHUR,Jefferson (County),4332,1,0,0,0,7cf38a07d5615888e00a5ee9d38c9ae9,5a2f5293758c6e4347f8923b,2019-01-29T15:58:17.985Z,1,4781.0,1370,11801.0,TX,17952.0,15582,2,0,2,77643
110,658,10,778,2381,BEAUMONT,Jefferson (County),4332,96,594,15,5,982470cf7bb2cd204d29acb78432d65d,5a2f5293758c6e4347f8926a,2019-01-29T15:58:18.009Z,513,630522.0,346074,1982415.0,TX,2959010.0,2912040,1223,4,1837,77701
2,27,1,30,3566,SARGENT,Matagorda (County),4332,3,32,0,1,d37235cd65375586cfa37b606f011c5d,5a2f5293758c6e4347f89255,2019-01-29T15:58:18.017Z,35,20816.0,15848,74768.0,TX,111432.0,253247,71,1,147,77414
0,18,0,18,458,LOLITA,Jackson (County),4332,0,27,0,0,e298661b79b30e52681ec0f89caaeb7e,5a2f5293758c6e4347f89264,2018-11-20T19:06:47.166Z,19,6913.0,7418,7340.0,TX,21671.0,21073,46,0,85,77971
1,7,1,9,4666,DIME BOX,Lee (County),4332,0,15,1,1,2a297dcf9ada11eb064ea2a2ae134734,5a2f5293758c6e4347f8927a,2018-11-20T19:06:47.255Z,5,2083.0,7012,60826.0,TX,69922.0,102662,22,1,22,77853
0,2,0,2,4433,ORANGE,Jasper (County),4332,0,2,0,0,7d7761b1a588653ec7b1a5039baa5dbe,5a2f5293758c6e4347f89268,2018-11-20T19:06:47.245Z,1,500.0,2706,0.0,TX,3206.0,13299,3,0,3,77632
23,420,3,446,1480,JASPER,Jasper (County),4332,22,399,5,3,212124bf6d611a5bd63adebf96330895,5a2f5293758c6e4347f89267,2019-01-29T14:38:01.715Z,344,248350.0,115975,652865.0,TX,1017191.0,1144307,773,0,1158,75951
0,2,0,2,821,NEW CANEY,Liberty (County),4332,0,8,0,0,c6d0d4f6aab074d456c37513bdaa9186,5a2f5293758c6e4347f8924c,2019-01-29T15:58:18.069Z,2,500.0,0,1190.0,TX,1690.0,8218,10,0,14,77357
13,23,3,39,4669,DEVERS,Liberty (County),4332,14,32,3,0,701c05972714d4b29369183982a0eadc,5a2f5293758c6e4347f8921e,2019-01-29T15:58:18.014Z,22,45877.0,37152,252660.0,TX,335689.0,331560,71,0,91,77538
3,3,0,6,10453,DAYTON LAKES,Liberty (County),4332,4,3,0,0,109a509b564a133a38a9e10fddfa7deb,5a2f5293758c6e4347f89248,2019-01-29T15:58:18.042Z,0,12208.0,13648,33884.0,TX,59740.0,73176,7,0,7,77535
49,387,48,484,19205,CONROE,Montgomery (County),4332,71,154,94,198,840f8c6e8850cd44c1d9b01ad0f7fdf2,5a2f5293758c6e4347f8922d,2019-01-29T15:58:18.469Z,150,374364.0,862340,2016045.0,TX,3252749.0,12810346,667,30,847,77302
3,226,0,229,738,KINGSVILLE,Kleberg (County),4332,3,165,0,0,605653d045500fa9972f93df6db9b321,5a2f5293758c6e4347f89241,2019-01-29T15:58:18.012Z,201,106541.0,36722,144928.0,TX,288190.0,272548,369,0,623,78363
1524,2483,426,4433,10828,PORT ARTHUR,Jefferson (County),4332,1897,1558,808,251,0aed29c239f8f74e0223987f523f9c81,5a2f5293758c6e4347f89272,2019-01-29T15:58:18.040Z,1178,8418688.0,5511806,29650868.0,TX,43581362.0,61633426,5692,125,6515,77642
0,26,0,26,1006,KENEDY,Karnes (County),4332,0,59,0,0,27333585e1e32eceafc19d14759569be,5a2f5293758c6e4347f89277,2019-01-29T15:58:18.012Z,28,10257.0,5254,39155.0,TX,54666.0,87605,87,0,117,78119
26,57,37,120,17328,SPLENDORA,Liberty (County),4332,22,46,34,35,bca225641f08f0be0b196b279e1be9c6,5a2f5293758c6e4347f89286,2019-01-29T15:58:18.016Z,24,217097.0,212243,1344171.0,TX,1773511.0,2789916,161,15,180,77372
206,703,7,916,5277,NEDERLAND,Jefferson (County),4332,369,596,27,6,c1b0a3c4c6bb4789808fab6fa26641ea,5a2f5293758c6e4347f89270,2019-01-29T14:38:01.707Z,510,580628.0,836794,3495959.0,TX,4913381.0,7957970,1508,2,2134,77627
1,2,0,3,6117,VIDOR,Jefferson (County),4332,1,1,0,0,b19d2500020a6b42bbb67e4957b6fffc,5a2f5293758c6e4347f89275,2019-01-29T15:58:18.011Z,1,2609.0,1712,16158.0,TX,20479.0,18354,3,0,3,77662
10,16,2,28,10311,ROMAYOR,Liberty (County),4332,11,15,5,2,8336b5c06a95dab4d10c777d4ca5321e,5a2f5293758c6e4347f89223,2019-01-29T15:58:18.043Z,8,50141.0,37002,191306.0,TX,278448.0,422773,41,1,52,77368
1,0,0,1,15630,GROVES,Jefferson (County),4332,1,0,0,0,13bbfc69fd664a7c7157def38eadd67b,5a2f5293758c6e4347f89237,2017-12-12T03:52:51.086Z,0,5443.43,1712,11236.97,TX,18392.4,15630,1,0,1,77630
21,140,17,178,5854,CLEVELAND,Liberty (County),4332,24,148,16,19,02ac6fc979463349d824ceed3234b093,5a2f5293758c6e4347f8927d,2019-01-29T15:58:18.099Z,107,201788.0,158373,819657.0,TX,1179817.0,1838406,314,11,400,77328
5,46,1,52,2319,CLEVELAND,Montgomery (County),4332,6,76,2,2,b61817d4408b14bfd2a7930d94774fb7,5a2f5293758c6e4347f89257,2018-11-20T19:06:47.095Z,48,29206.0,27248,129826.0,TX,186280.0,310747,134,1,173,77328
0,0,0,0,9987,HANKAMER,Liberty (County),4332,0,1,0,0,ed63e36445712e9ed483f020b48b17a8,5a2f5293758c6e4347f89249,2019-01-29T15:58:18.043Z,0,0.0,0,0.0,TX,0.0,9988,1,0,1,77560
0,6,0,6,673,MIDFIELD,Matagorda (County),4332,0,6,0,0,da70beb8034f01946e2c8c4005640999,5a2f5293758c6e4347f8928b,2019-01-29T15:58:18.102Z,8,2914.0,1500,0.0,TX,4414.0,9429,14,0,37,77458
24,206,13,243,8471,MAGNOLIA,Montgomery (County),4332,47,163,46,35,46b5ec32486d893be90d07b48a655503,5a2f5293758c6e4347f8925c,2019-01-29T15:58:18.018Z,128,142525.0,322465,768490.0,TX,1233479.0,3549657,419,9,548,77354
121,537,79,737,10534,NEW CANEY,Montgomery (County),4332,137,482,102,127,a7fc101c169949f9e0f33a9439ae4c30,5a2f5293758c6e4347f8925d,2019-01-29T15:58:18.019Z,223,818916.0,1010758,4051012.0,TX,5880686.0,11282822,1071,47,1331,77357
21,547,2,570,1028,BEAUMONT,Jefferson (County),4332,33,327,4,0,1dd76cc555a33c9884882dadc9a63673,5a2f5293758c6e4347f8926b,2019-01-29T15:58:18.009Z,592,291775.0,74649,432767.0,TX,799192.0,983593,956,0,1961,77706
0,2,0,2,1705,LINCOLN,Lee (County),4332,0,2,0,0,72c63524862926b89c471b94521a50a7,5a2f5293758c6e4347f89244,2018-11-20T19:06:47.018Z,3,0.0,0,8485.0,TX,8485.0,8527,5,0,5,78948
38,122,7,167,5180,CONROE,Montgomery (County),4332,37,156,19,7,4f17170fab43b7829f976529c1efaaf4,5a2f5293758c6e4347f89258,2018-11-20T19:06:47.095Z,92,171726.0,213185,737356.0,TX,1122267.0,1611013,311,3,390,77306
333,1062,46,1441,5365,DAYTON,Liberty (County),4332,368,1221,81,21,f68872461f18376fdafd93832cea9b64,5a2f5293758c6e4347f8927f,2019-01-29T15:58:18.068Z,471,1123629.0,1502518,7015762.0,TX,9641909.0,11599249,2162,14,2644,77535
26,146,12,184,5333,MONTGOMERY,Montgomery (County),4332,29,127,19,9,e40ffdf34a296c338ff446de336b41ee,5a2f5293758c6e4347f89232,2018-11-20T19:06:47.268Z,109,118903.0,174135,799238.0,TX,1092275.0,1562598,293,4,410,77316
1,0,0,1,8482,BRIDGE CITY,Jefferson (County),4332,1,0,0,0,9d65f30f2583b03bc98e7709121057e1,5a2f5293758c6e4347f8926d,2018-11-20T19:06:47.011Z,1,250.0,3034,11663.0,TX,14947.0,16965,2,0,2,77611
0,2,0,2,2333,MOULTON,Lavaca (County),4332,1,4,0,0,57b2848ecadf6b1659933b970851b95b,5a2f5293758c6e4347f89279,2018-11-20T19:06:47.254Z,5,500.0,2020,6097.0,TX,8617.0,23330,10,0,19,77975
1,0,0,1,18800,PT ARTHUR,Jefferson (County),4332,1,0,0,0,8d8bd55e6b81c899ba63ad0d9431e4ef,5a2f5293758c6e4347f89273,2018-11-20T19:06:47.014Z,0,0.0,0,16253.0,TX,16253.0,18800,1,0,1,77642
42,251,7,300,3653,BUNA,Jasper (County),4332,48,251,11,4,21366ce53f508c7995deae27d25ae46d,5a2f5293758c6e4347f89266,2018-11-20T19:06:47.167Z,154,178601.0,186246,1009606.0,TX,1374454.0,1709820,468,2,752,77612
342,802,36,1180,8586,GROVES,Jefferson (County),4332,515,568,199,33,51437c24492509567a71b49951a4eedf,5a2f5293758c6e4347f8926e,2019-01-29T15:58:18.010Z,418,1165403.0,1276210,5671629.0,TX,8113242.0,14880231,1733,8,2230,77619
0,0,1,1,17652,CUT AND SHOOT,Montgomery (County),4332,1,0,0,0,e5d7e9edb7188efb50e524bd5b324657,5a2f5293758c6e4347f89259,2019-01-29T15:58:18.017Z,0,9000.0,1742,16778.0,TX,27520.0,17653,1,0,1,77306
1,1,0,2,2248,BAYCITY,Matagorda (County),4332,0,3,0,0,f02cbebe5c5b32b9d2cd204d88802787,5a2f5293758c6e4347f89250,2019-01-29T15:58:18.070Z,1,1985.0,1482,7468.0,TX,10934.0,8995,4,0,5,77414
1,22,0,23,1082,WADSWORTH,Matagorda (County),4332,1,17,0,0,d074d25bc2a764676bd1241a263c7889,5a2f5293758c6e4347f89256,2019-01-29T15:58:18.017Z,11,10500.0,3091,22029.0,TX,35620.0,31399,29,0,65,77483
45,1807,5,1857,1378,BAY CITY,Matagorda (County),4332,42,622,19,3,070ca8cc7851cdbb4d80cd7620c514f2,5a2f5293758c6e4347f89287,2019-01-29T15:58:18.101Z,724,1025043.0,233604,975710.0,TX,2234358.0,1943290,1410,2,3171,77414
1,0,0,1,12349,WILLIS,Harris (County),4332,1,0,0,0,aa0acdf9338d6f69265e633b59d81b86,5a2f5293758c6e4347f89262,2017-12-12T03:52:51.105Z,0,4368.21,2132,7815.36,TX,14315.57,12349,1,0,1,77449
0,2,0,2,1994,MONT BELVIEU,Liberty (County),4332,0,2,0,0,13b382ed8a796b38b027450815616753,5a2f5293758c6e4347f89283,2019-01-29T15:58:18.100Z,2,500.0,0,7167.0,TX,7667.0,7979,4,0,4,77535
1,1,0,2,4901,PORT ACRES,Jefferson (County),4332,2,1,0,0,9c72261b41ffebb44117c69a5e47031f,5a2f5293758c6e4347f89271,2018-11-20T19:06:47.250Z,2,0.0,1712,10209.0,TX,11921.0,24505,5,0,5,77640
0,2,0,2,1302,GILLETT,Karnes (County),4332,0,3,0,0,9355a93549419c2eba775e42c204993f,5a2f5293758c6e4347f89276,2018-11-20T19:06:47.016Z,2,935.0,3362,4460.0,TX,8756.0,6511,5,0,5,78116
0,1,0,1,5941,OLD RVR WNFRE,Liberty (County),4332,0,1,0,0,a615f861758ce8db200dc6f8a9c27628,5a2f5293758c6e4347f89284,2017-12-12T03:52:51.120Z,0,1738.84,2718,0.0,TX,4456.84,5941,1,0,1,77535
18,117,10,145,8379,CONROE,Montgomery (County),4332,15,67,6,28,008304ea134ab90c73603cd4bab2336a,5a2f5293758c6e4347f8928f,2019-01-29T15:58:17.991Z,111,95451.0,138229,554706.0,TX,788386.0,1902084,227,8,393,77304
3,30,2,35,4413,RYE,Liberty (County),4332,2,34,3,1,34f81ef285d02dd8c8b251709b8c2e9d,5a2f5293758c6e4347f89285,2018-11-20T19:06:47.024Z,19,38370.0,36850,138470.0,TX,213691.0,260370,59,1,68,77369
0,2,1,3,15848,CLEVELAND,Montgomery (County),4332,2,1,0,2,c1a2b5f21d2e091b5e8dd5e7692eed7a,5a2f5293758c6e4347f8928e,2019-01-29T15:58:17.990Z,2,1500.0,4408,30134.0,TX,36042.0,110941,7,1,9,77327
40,156,7,203,3920,MONTGOMERY,Montgomery (County),4332,40,160,14,3,8dd6ea2d68fcd27d37211fe27f5162a1,5a2f5293758c6e4347f89294,2019-01-29T15:58:17.992Z,145,112680.0,128714,904955.0,TX,1146349.0,1419381,362,3,603,77356
0,6,0,6,1153,LEXINGTON,Lee (County),4332,0,8,0,0,ee269d19db708d1f369ec7e9cddca6a2,5a2f5293758c6e4347f8927b,2019-01-29T15:58:17.987Z,3,1500.0,0,7283.0,TX,8783.0,12689,11,0,16,78947
23,170,9,202,8903,ORANGE,Newton (County),4332,58,97,28,12,648fdee0305c9ecbd706b770a30e6872,5a2f5293758c6e4347f892aa,2018-11-20T19:06:47.273Z,68,170588.0,139126,624991.0,TX,934706.0,2341571,263,5,341,77632
2,35,1,38,5758,THE WOODLANDS,Montgomery (County),4332,15,13,3,1,a78f3fac77e19726893d1489a418caae,5a2f5293758c6e4347f8929b,2018-11-20T19:06:47.193Z,32,14615.0,35797,77363.0,TX,127775.0,368531,64,1,103,77381
1,1,0,2,6802,STAGECOACH,Montgomery (County),4332,2,1,0,0,b404f3ae127192c69bb198286023456b,5a2f5293758c6e4347f892a0,2019-01-29T15:58:18.046Z,2,500.0,4864,11939.0,TX,17303.0,34013,5,0,5,77355
17,170,3,190,3409,BON WIER,Newton (County),4332,15,120,7,2,554c93b0626a9d00920ce2a49122e0b0,5a2f5293758c6e4347f892a1,2019-01-29T15:58:18.488Z,105,149374.0,96896,413196.0,TX,659466.0,849088,249,1,291,75928
1,1,0,2,9668,ARANSAS PASS,Nueces (County),4332,1,1,0,0,ac15bef953fe222771b2f32eae750978,5a2f5293758c6e4347f892ab,2019-01-29T15:58:18.489Z,0,2730.0,4396,16232.0,TX,23359.0,19338,2,0,2,78335
0,1,0,1,14102,WOODLOCH,Montgomery (County),4332,0,0,1,0,b9304afa4f3bcde2255ec9125b1796c8,5a2f5293758c6e4347f892bf,2019-01-29T15:58:18.402Z,1,0.0,2132,0.0,TX,2132.0,28206,2,0,2,77385
0,4,0,4,1091,RICHARDS,Montgomery (County),4332,0,5,0,0,1f03d9241d0566bec2a763b24e946564,5a2f5293758c6e4347f892ba,2018-11-20T19:06:47.099Z,1,412.0,0,6022.0,TX,6434.0,6549,6,0,6,77873
1,74,1,76,946,WILLIS,Montgomery (County),4332,1,98,1,0,9015099bee741883f52f15e5102a1d85,5a2f5293758c6e4347f8929c,2019-01-29T15:58:18.488Z,74,35622.0,24898,91100.0,TX,151620.0,164731,174,0,276,77378
1,0,0,1,6702,PANORAMA VILLAGE,Montgomery (County),4332,1,0,0,0,e9175d464edbe2ffd2e85dba10ab54de,5a2f5293758c6e4347f892b0,2019-01-29T15:58:18.019Z,1,4175.0,2132,9730.0,TX,16037.0,13405,2,0,2,77304
0,48,0,48,350,BISHOP,Nueces (County),4332,0,62,0,0,1d27558e67776a35e9135ed7ab84ed6d,5a2f5293758c6e4347f892c4,2019-01-29T15:58:18.442Z,67,19726.0,10218,14838.0,TX,44782.0,45236,129,0,200,78343
