approvedBetween10001And25000,approvedBetween1And10000,approvedBetween25001AndMax,approvedForFemaAssistance,averageFemaInspectedDamage,city,county,disasterNumber,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,hash,id,lastRefresh,noFemaInspectedDamage,otherNeedsAmount,rentalAmount,repairReplaceAmount,state,totalApprovedIhpAmount,totalDamage,totalInspected,totalMaxGrants,validRegistrations,zipCode
0,17,0,17,461,JONES CREEK,Brazoria (County),1791,0,25,0,0,87ebbdb47c5f864be157ab318a613036,5a2eb84d758c6e4347f5579e,2017-12-11T16:54:37.417Z,17,4642,5218,9932,TX,19792,19366,42,0,114,77541
0,44,0,44,1366,POLLOK,Angelina (County),1791,0,68,0,0,a231804066a6924c1c9ccac6688ada44,5a2eb84d758c6e4347f55795,2017-12-11T16:54:37.413Z,12,12057,6886,44355,TX,63297,109262,80,0,177,75969
14,139,5,158,2437,MANVEL,Brazoria (County),1791,17,389,5,5,aa9b332839a2bd53091082a51d4f2d54,5a2eb84d758c6e4347f5579f,2017-12-11T16:54:37.418Z,118,49622,102223,527957,TX,679802,1301368,534,4,1,77578
14,286,9,309,1686,ANGLETON,Brazoria (County),1791,6,666,2,9,ab7f497cbe48160ca014ded1abeb6a7a,5a2eb84d758c6e4347f557a7,2017-12-11T16:54:37.421Z,305,131863,168242,846414,TX,1146519,1665666,988,9,2,77515
0,0,0,0,32728,CYSTAL BEACH,Galveston (County),1791,0,0,0,1,8bfeae73fbd13cdde6a21c3d714b605b,5a2eb84d758c6e4347f557e8,2017-12-11T16:54:37.502Z,0,0,0,0,TX,0,32728,1,0,1,77650
0,1,0,1,5278,COVE,Chambers (County),1791,0,1,0,0,19313e275f8cb8392f0434ae8448e081,5a2eb84d758c6e4347f557c5,2017-12-11T16:54:37.487Z,0,0,2886,5278,TX,8164,5278,1,0,1,77521
2,40,4,46,3695,JACKSONVILLE,Cherokee (County),1791,4,76,0,4,2c8d05e5758e10e36e66d696aa0e6ab9,5a2eb84d758c6e4347f557d2,2017-12-11T16:54:37.493Z,40,6827,28536,229959,TX,265323,458127,124,4,222,75766
1,4,0,5,2326,ARCADIA,Galveston (County),1791,1,6,0,0,54d7423a0a92e2c015935e554295fe0d,5a2eb84d758c6e4347f557e3,2017-12-11T16:54:37.500Z,2,2555,1732,16824,TX,21111,20933,9,0,15,77517
1,17,0,18,1742,WELLS,Cherokee (County),1791,1,31,0,0,46e68d1d4eda541308461246a04a7340,5a2eb84d758c6e4347f557d4,2017-12-11T16:54:37.494Z,4,4006,6168,46798,TX,56971,62703,36,0,60,75976
7,71,4,82,4908,HANKAMER,Chambers (County),1791,8,146,3,6,d88023e90a75159475dfb4a22e301d2f,5a2eb84d758c6e4347f557c8,2017-12-11T16:54:37.488Z,17,21584,87036,336156,TX,444775,883426,180,4,254,77560
3,45,4,52,2703,BAYTOWN,Chambers (County),1791,2,97,3,2,28168fc5ee8c628a0de12799b4402290,5a2eb84d758c6e4347f557c4,2017-12-11T16:54:37.487Z,34,34020,33684,175194,TX,242897,373017,138,2,308,77523
0,7,0,7,1878,MONT BELVIEU,Chambers (County),1791,1,6,0,0,b32048f49df9e67e6aae127368e507b3,5a2eb84d758c6e4347f557ca,2017-12-11T16:54:37.489Z,4,3715,1404,3092,TX,8211,20661,11,0,33,77535
7,53,3,63,3594,OLD RIVER-WINFREE,Chambers (County),1791,8,97,0,3,d6fdd3e5473c1b822ea6daf87e7664c7,5a2eb84d758c6e4347f557cc,2017-12-11T16:54:37.490Z,20,18661,38918,224472,TX,282051,459978,128,2,195,77535
1,15,0,16,1021,KATY,Fort Bend (County),1791,0,52,1,0,91a1407e16f039603e597bd3c0476ff2,5a2eb84d758c6e4347f557db,2017-12-11T16:54:37.497Z,31,12700,4026,27455,TX,44181,85771,84,0,266,77494
1,0,0,1,19057,GALVESTON/PORT BOLIVAIR,Galveston (County),1791,1,0,0,0,5e8a1948cdb807ccde2c35be62aab893,5a2eb84d758c6e4347f557ec,2017-12-11T16:54:37.504Z,0,2372,3464,16685,TX,22521,19057,1,0,1,77650
10,171,0,181,1643,HOUSTON,Fort Bend (County),1791,14,712,2,1,580bb87d4da49648711b3b697e82498f,5a2eb84d758c6e4347f5580d,2017-12-11T16:54:37.518Z,130,74039,182757,301598,TX,558394,1410948,859,0,1,77053
4,46,4,54,3171,SWEENY,Brazoria (County),1791,3,90,1,4,421920337896e1a484dfdb6676a78460,5a2eb84d758c6e4347f557c1,2017-12-11T16:54:37.485Z,33,8158,52653,285353,TX,346165,415446,131,4,323,77480
0,0,0,0,11485,WINNIE,Chambers (County),1791,1,0,0,0,27d2029b3737ee5a3622e3e1ca5efaa6,5a2eb84d758c6e4347f557d0,2017-12-11T16:54:37.492Z,0,0,0,0,TX,0,11485,1,0,1,77662
0,1,0,1,10655,FREEPORT,Galveston (County),1791,1,0,0,0,5d78152f7f112e4c1744442a01f91555,5a2eb84d758c6e4347f557e9,2017-12-11T16:54:37.503Z,0,0,0,6600,TX,6600,10655,1,0,1,77541
8,35,13,56,10369,STOWELL,Chambers (County),1791,5,86,3,12,1acb18cd453a1eab756e04edb8baabb3,5a2eb84d758c6e4347f55803,2017-12-11T16:54:37.514Z,9,19750,70843,534608,TX,625201,1192460,115,12,160,77661
1,1,4,6,65153,OAK ISLAND,Chambers (County),1791,1,0,1,4,3acbe44bb1b8590f5eaf3ff05c0ce2f6,5a2eb84d758c6e4347f557cb,2017-12-11T16:54:37.490Z,1,2499,9027,123450,TX,134975,456071,7,4,8,77514
74,294,171,539,21675,ANAHUAC,Chambers (County),1791,58,492,58,181,6482fbce9874b728b2c04c18a1fc06dc,5a2eb84d758c6e4347f557c2,2017-12-11T16:54:37.486Z,86,485177,815398,5671975,TX,6972550,18965564,875,151,1,77514
1,85,1,87,941,SUGAR LAND,Fort Bend (County),1791,6,398,0,1,89edcb8904efe9f69f61d4f3557c0617,5a2eb84d758c6e4347f557e0,2017-12-11T16:54:37.499Z,154,19317,49504,125042,TX,193864,525930,559,1,1,77478
0,1,0,1,6894,BAYTOWN,Galveston (County),1791,0,1,0,0,2990404e649f8171014bb4673521e545,5a2eb84d758c6e4347f557e4,2017-12-11T16:54:37.500Z,0,0,0,6894,TX,6894,6894,1,0,1,77520
1,0,1,2,80869,GILCHREST,Galveston (County),1791,0,0,0,2,908e12fedd863a22e10415aab06a4574,5a2eb84d758c6e4347f557ed,2017-12-11T16:54:37.504Z,1,12853,6562,27396,TX,46811,242607,3,1,3,77617
1,11,5,17,23517,SMITH POINT,Chambers (County),1791,4,12,1,7,c3bf89321c7e810014e39122d6974dbc,5a2eb84d758c6e4347f55801,2017-12-11T16:54:37.513Z,2,2131,20964,168990,TX,192085,611435,26,5,30,77514
0,1,0,1,12885,ANAHAC,Chambers (County),1791,1,0,0,0,c6831fd97c73c609f2885ee717fb659c,5a2eb84d758c6e4347f557f6,2017-12-11T16:54:37.508Z,0,0,1404,852,TX,2256,12885,1,0,1,77514
0,2,0,2,908,BULLARD,Cherokee (County),1791,0,8,0,0,81913ad524f161575f4867bbc4262df2,5a2eb84d758c6e4347f557d1,2017-12-11T16:54:37.492Z,4,900,1542,0,TX,2442,10896,12,0,17,75757
12,151,3,166,1559,FRESNO,Fort Bend (County),1791,16,693,3,2,f05934540a74fb89b137a3aca6d79329,5a2eb84d758c6e4347f557d6,2017-12-11T16:54:37.494Z,197,64550,146908,407414,TX,618873,1420486,911,3,1,77545
1,45,2,48,1419,ROSENBERG,Fort Bend (County),1791,0,106,1,1,0d4ca720fdae779dd0afe9a9f38622ce,5a2eb84d758c6e4347f557df,2017-12-11T16:54:37.498Z,52,12392,24450,155441,TX,192283,227106,160,1,376,77471
0,8,1,9,2729,BEACH CITY,Chambers (County),1791,0,23,0,1,ed53d1b5eaee546edc7c69c163e2ed19,5a2eb84d758c6e4347f557f9,2017-12-11T16:54:37.510Z,11,510,1544,40533,TX,42587,95524,35,1,65,77523
0,10,0,10,1989,MONT BELVIEU,Chambers (County),1791,1,31,0,0,775024f109b6241578664e3917b0e7bb,5a2eb84d758c6e4347f557fe,2017-12-11T16:54:37.512Z,8,1791,3628,20940,TX,26359,79560,40,0,100,77520
0,65,2,67,1250,STAFFORD,Fort Bend (County),1791,3,347,1,1,8b0c9ca0d6ee3a00fa6fb7dfaba582d2,5a2eb84d758c6e4347f55814,2017-12-11T16:54:37.521Z,103,10323,30222,143167,TX,183712,568658,455,2,1,77477
0,1,0,1,4579,ALGOA,Galveston (County),1791,0,2,0,0,ccfcd8f29221dcd7a58cdf2e1a65a1a8,5a2eb84d758c6e4347f55817,2017-12-11T16:54:37.522Z,0,730,0,0,TX,730,9157,2,0,2,77517
0,5,0,5,587,KATY,Fort Bend (County),1791,1,21,0,0,52b6237ff2522a65eb62cbf26e7a4b67,5a2eb84d758c6e4347f5580f,2017-12-11T16:54:37.519Z,15,3285,0,0,TX,3285,21721,37,0,145,77450
1,40,1,42,849,SUGAR LAND,Fort Bend (County),1791,1,154,1,0,e101d5f2de49e52d247cbf3656ccaa7e,5a2eb84d758c6e4347f55815,2017-12-11T16:54:37.521Z,50,15783,28393,63079,TX,107255,174796,206,1,554,77498
69,329,334,732,70367,CRYSTAL BEACH,Galveston (County),1791,75,118,102,552,8ed1ba6d5b644b5171da12d526cb364e,5a2eb84d758c6e4347f5581c,2017-12-11T16:54:37.525Z,68,495630,1763701,9589634,TX,11848965,64385529,915,295,1,77650
0,0,1,1,26442,PORT BOLIVAR PENINSULA,Galveston (County),1791,0,0,0,1,a073dd95bd01b840ce36582d52b34a33,5a2eb84d758c6e4347f5582d,2017-12-11T16:54:37.532Z,1,0,1704,27096,TX,28800,52884,2,1,2,77650
0,0,1,1,60513,OAK ISLAND,Chambers (County),1791,0,0,0,1,e1f09fb1a00e458e4f3b0debb929b22e,5a2eb84d758c6e4347f55842,2017-12-11T16:54:37.541Z,1,0,1786,27014,TX,28800,121025,2,1,2,77665
0,1,0,1,3063,EASTON,Gregg (County),1791,0,1,0,0,2545ab26970e5f8181f64e9f18c97870,5a2eb84d758c6e4347f55833,2017-12-11T16:54:37.534Z,1,0,0,6126,TX,6126,6126,2,0,3,75641
117,576,100,793,11683,GALVESTON,Galveston (County),1791,290,1,172,182,de1b7da4283e5e8c50d0529e8cc50681,5a2eb84d758c6e4347f557eb,2017-12-11T16:54:37.503Z,282,503315,1544744,4340742,TX,6388801,23131505,1980,70,2,77554
1,69,0,70,598,RICHMOND,Fort Bend (County),1791,0,333,0,0,abfecaa828ac2f9c80f1a222ab14e8ed,5a2eb84d758c6e4347f55813,2017-12-11T16:54:37.521Z,197,25592,26404,67647,TX,119643,316990,530,0,1,77469
0,0,0,0,14683,JAMAICA BEACH,Galveston (County),1791,1,0,0,0,150893b3c80dc1bec2a69308323c7ea8,5a2eb84d758c6e4347f55829,2017-12-11T16:54:37.530Z,0,0,0,0,TX,0,14683,1,0,1,77544
0,1,0,1,7380,LA PORTE,Galveston (County),1791,0,1,1,0,0bc58a37de47b350c66c99a401d02d25,5a2eb84d758c6e4347f5582b,2017-12-11T16:54:37.531Z,1,0,1786,0,TX,1786,22141,3,0,3,77571
1,0,0,1,22916,SAN LEON,Galveston (County),1791,0,0,1,0,ee8d7d18ca88d6a23e8eab1bcf01df19,5a2eb84d758c6e4347f5582e,2017-12-11T16:54:37.532Z,0,0,2308,19072,TX,21380,22916,1,0,1,77593
0,0,0,0,6006,MT. BELVIEU,Chambers (County),1791,0,2,0,0,efa52ce37d5fd15025b6574b2c01e79f,5a2eb84d758c6e4347f557ff,2017-12-11T16:54:37.512Z,0,0,0,0,TX,0,12012,2,0,2,77580
0,4,0,4,6017,SURFSIDE BCH,Brazoria (County),1791,1,6,0,1,c465046901c39bd93ab2ccaf04e084b4,5a2eb84d758c6e4347f557f5,2017-12-11T16:54:37.508Z,4,2130,2440,6792,TX,11362,72207,12,0,17,77541
0,2,1,3,50234,DOUBLE BAYOU,Chambers (County),1791,0,3,0,2,c0c726bb15bb7e0b508bae4a177dbc8c,5a2eb84d758c6e4347f5583d,2017-12-11T16:54:37.539Z,0,235,3311,28318,TX,31864,251171,5,1,5,77514
0,3,0,3,511,BEASLEY,Fort Bend (County),1791,0,10,0,0,89078bffba6a4124d1f5a89abb068b1a,5a2eb84d758c6e4347f55809,2017-12-11T16:54:37.516Z,4,0,3464,3845,TX,7309,7156,14,0,19,77417
1,5,0,6,2750,COVE,Chambers (County),1791,2,6,0,0,be0d0b857b42eb21b2574e619adb43a2,5a2eb84d758c6e4347f5583c,2017-12-11T16:54:37.538Z,7,785,0,31552,TX,32337,41254,15,0,23,77523
0,1,0,1,3778,SMITHPOINT,Chambers (County),1791,1,0,0,0,73ea39bed81558680e52ee94c2a44792,5a2eb84d758c6e4347f55844,2017-12-11T16:54:37.542Z,2,0,0,3493,TX,3493,11333,3,0,3,77514
0,37,1,38,1654,BAYTOWN,Chambers (County),1791,1,85,0,2,340ce5772310a76b80326303dc240d74,5a2eb84d758c6e4347f557f8,2017-12-11T16:54:37.509Z,37,16801,12186,49786,TX,78774,206792,125,1,369,77521
0,0,1,1,124654,PORT BOLIVAR,Chambers (County),1791,0,0,0,1,e35dd4b3040ed61446faf3e6139c41f9,5a2eb84d758c6e4347f55867,2017-12-11T16:54:37.567Z,0,0,2886,25914,TX,28800,124654,1,1,1,77650
1,0,0,1,25214,GILCHRIST,Chambers (County),1791,0,0,1,0,5611583429755a0751166e399ec8dcf4,5a2eb84d758c6e4347f55862,2017-12-11T16:54:37.565Z,0,12388,3032,0,TX,15420,25214,1,0,1,77617
0,0,0,0,101007,CRYSTAL BEACH,Fort Bend (County),1791,0,0,0,1,b1a6ef31e4734d1c720ca8b09ff232a1,5a2eb84d758c6e4347f5584c,2017-12-11T16:54:37.545Z,0,0,0,0,TX,0,101007,1,0,1,77650
1,17,0,18,1358,ROSHARON,Fort Bend (County),1791,0,42,1,0,0adf87e86a33d0dabe98e6887bf125ff,5a2eb84d758c6e4347f55856,2017-12-11T16:54:37.549Z,11,1755,20110,42280,TX,64144,73316,54,0,116,77583
0,0,0,0,681,THOMPSONS,Fort Bend (County),1791,0,4,0,0,7b13c750ee26c4c307fc25906186f689,5a2eb84d758c6e4347f55816,2017-12-11T16:54:37.522Z,5,0,0,0,TX,0,6130,9,0,11,77481
1,0,0,1,2796,MONT BELVIEU,Chambers (County),1791,1,1,0,0,ca27387ba33e8448ebc1dd85e2e2e8f3,5a2eb84d758c6e4347f55841,2017-12-11T16:54:37.540Z,3,1721,0,11618,TX,13339,13982,5,0,10,77580
0,3,0,3,4390,QUINTANA,Brazoria (County),1791,1,6,0,0,ddd6cd73818ad140bc8b2ae0fe1467e7,5a2eb84d758c6e4347f557f3,2017-12-11T16:54:37.507Z,2,2727,2418,10812,TX,15957,39512,9,0,11,77541
0,0,0,0,14121,SMITH PT.,Chambers (County),1791,1,0,0,0,52d7e085883fb2bbbdcf57eec17066ac,5a2eb84d758c6e4347f55802,2017-12-11T16:54:37.513Z,0,0,0,0,TX,0,14121,1,0,1,77514
1,0,0,1,8810,CLEARLAKE SHORES,Galveston (County),1791,0,1,0,0,704c3ddb587eef524de5388e5a6647b6,5a2eb84d758c6e4347f5581b,2017-12-11T16:54:37.524Z,0,2842,1786,6643,TX,11271,8810,1,0,1,77565
42,213,40,295,6993,WINNIE,Chambers (County),1791,37,479,15,42,06d692d1d6ecd989f2a1d607610c7136,5a2eb84d758c6e4347f55847,2017-12-11T16:54:37.543Z,74,131229,264085,2058823,TX,2454137,4524364,647,37,1,77665
1,24,1,26,3310,ARCOLA,Fort Bend (County),1791,1,51,1,1,a04507873bba036a9269f04316916fb9,5a2eb84d758c6e4347f5586f,2017-12-11T16:54:37.571Z,8,4160,24564,87699,TX,116423,205244,62,1,87,77583
0,0,0,0,5885,LIVINGSTON,Galveston (County),1791,0,1,0,0,d9ca837c570efac1a818724010cf9967,5a2eb84d758c6e4347f5582c,2017-12-11T16:54:37.531Z,0,0,0,0,TX,0,5885,1,0,1,77351
0,0,0,0,118196,GILCHRIST,Galveston (County),1791,0,0,0,1,3e37767328cfd9c67148ea255bc846c0,5a2eb84d758c6e4347f55822,2017-12-11T16:54:37.527Z,0,0,0,0,TX,0,118196,1,0,1,77056
4,44,10,58,6809,WALLISVILLE,Chambers (County),1791,5,78,4,9,674d58527f5090427184e9f33061a1e0,5a2eb84d758c6e4347f5586a,2017-12-11T16:54:37.568Z,19,27010,59124,370051,TX,456185,783057,115,8,185,77597
22,279,15,316,2453,ROSHARON,Brazoria (County),1791,18,653,2,15,54e2778f1ec675c01a445e41a9c89e69,5a2eb84d758c6e4347f55836,2017-12-11T16:54:37.536Z,188,83311,242512,1202079,TX,1527901,2149242,876,14,1,77583
559,1,483,2642,21184,GALVESTON,Galveston (County),1791,653,670,1,887,543d52a1422bcb1df790c5250056ba8d,5a2eb84d758c6e4347f55885,2017-12-11T16:54:37.580Z,361,3569482,7983134,17616165,TX,29168782,77193973,3644,347,3,77551
0,0,1,1,62531,GILLCHRIST,Galveston (County),1791,0,0,0,1,c82c789f347231fdbb9462bb8139258d,5a2eb84d758c6e4347f5588a,2017-12-11T16:54:37.582Z,1,0,0,28800,TX,28800,125062,2,1,2,77617
2,45,1,48,2095,RUSK,Cherokee (County),1791,1,93,1,2,3bb84d7d4532cb5c10e9f4d433d0e480,5a2eb84d758c6e4347f5584a,2017-12-11T16:54:37.544Z,38,11020,14088,145059,TX,170166,282820,135,1,308,75785
1,50,0,51,1362,WEST COLUMBIA,Brazoria (County),1791,1,88,0,0,945819d714ce4962a9ed6723746e6e25,5a2eb84d758c6e4347f5585c,2017-12-11T16:54:37.552Z,31,11899,44124,107567,TX,163590,163417,120,0,319,77486
69,570,63,702,5067,DICKINSON,Galveston (County),1791,92,1,98,80,403f84f454d2b9a32ba8de7da69d957a,5a2eb84d758c6e4347f55883,2017-12-11T16:54:37.579Z,556,477960,823380,3093707,TX,4395046,10539320,2080,40,3,77539
1,51,0,52,822,SUGAR LAND,Fort Bend (County),1791,1,243,1,0,04b1c5ed8894866135ae1d751fc30c89,5a2eb84d758c6e4347f55857,2017-12-11T16:54:37.550Z,87,16545,18147,49462,TX,84154,272953,332,0,1,77479
0,49,0,49,868,HOUSTON,Fort Bend (County),1791,1,336,0,0,272faafa4466e071202bb4e99e879ac9,5a2eb84d758c6e4347f55850,2017-12-11T16:54:37.547Z,114,9254,28943,69970,TX,108166,391495,451,0,1,77083
1,0,0,1,2212,KATY,Fort Bend (County),1791,0,3,0,0,288033a29700c619b4f716bb0fa0b0fc,5a2eb84d758c6e4347f55875,2017-12-11T16:54:37.573Z,1,0,10350,6010,TX,16360,8847,4,0,5,77449
0,0,0,0,117968,BEACH CITY,Galveston (County),1791,0,0,0,1,6273baffa94ef0becceaecdb1159b771,5a2eb84d758c6e4347f5587f,2017-12-11T16:54:37.577Z,0,0,0,0,TX,0,117968,1,0,1,77523
127,342,136,605,12340,HITCHCOCK,Galveston (County),1791,179,547,160,129,f13d28ba24e0838af974bf514cd16183,5a2eb84d758c6e4347f55825,2017-12-11T16:54:37.528Z,172,761627,967412,5181480,TX,6910518,14647057,1187,103,1,77563
0,12,0,12,719,FULSHEAR,Fort Bend (County),1791,0,22,0,0,ab88784ec03f847b7baa34b4ce7e19f3,5a2eb84d758c6e4347f5584d,2017-12-11T16:54:37.545Z,9,3072,8946,12511,TX,24529,22292,31,0,59,77441
16,182,8,206,2891,BAYTOWN,Chambers (County),1791,27,515,4,9,5140fcd0569f5d8a39351c3adae2dacc,5a2eb84d758c6e4347f5585e,2017-12-11T16:54:37.563Z,151,79959,106055,641916,TX,827931,2041017,706,8,1,77520
4,40,3,47,3536,LIVERPOOL,Brazoria (County),1791,8,78,1,3,fb059ae4087231f24c3a5589af0e380f,5a2eb84d758c6e4347f55895,2017-12-11T16:54:37.587Z,32,13998,47437,212450,TX,273885,431384,122,2,198,77577
0,2,0,2,1252,CUNEY,Cherokee (County),1791,0,3,0,0,6e4799e3429b598dd2ec8b7250f6e267,5a2eb84d758c6e4347f55848,2017-12-11T16:54:37.543Z,1,170,0,613,TX,783,5010,4,0,9,75759
0,22,1,23,1130,RICHWOOD,Brazoria (County),1791,0,44,0,1,23ce623afc1c22dcd699fdfa9c4faa54,5a2eb84d758c6e4347f55898,2017-12-11T16:54:37.588Z,23,15376,5244,37094,TX,57714,76846,68,1,369,77531
249,394,361,1004,26112,SAN LEON,Galveston (County),1791,262,347,294,408,4e3c834ac6b4072a8adb2e4ea42a21d8,5a2eb84d758c6e4347f55894,2017-12-11T16:54:37.586Z,120,1522418,1973391,12682564,TX,16178373,37365580,1431,283,1,77539
0,1,0,1,626,RICHMOND,Fort Bend (County),1791,0,16,0,0,d347bb3ab319f9c4ab51a37086f51c35,5a2eb84d758c6e4347f55879,2017-12-11T16:54:37.575Z,7,0,0,6646,TX,6646,14393,23,0,76,77407
3,18,1,22,3550,COVE,Chambers (County),1791,0,40,0,1,c911e56069f95cf2620d97716c85ac2b,5a2eb84d758c6e4347f5589e,2017-12-11T16:54:37.591Z,8,2478,27345,101745,TX,131568,173936,49,1,84,77520
19,124,8,151,2841,SANTA FE,Galveston (County),1791,14,242,2,7,1ed7c14da4dd2b82a8bd47985c6f2da4,5a2eb84d758c6e4347f5582f,2017-12-11T16:54:37.533Z,106,59885,116839,624052,TX,800776,1054099,371,7,606,77517
46,157,187,390,52012,PORT BOLIVAR,Galveston (County),1791,48,81,73,245,da3f1a4e24dadf39a00d04ef6457d963,5a2eb84d758c6e4347f55893,2017-12-11T16:54:37.586Z,34,343167,938944,5401330,TX,6683441,25017886,481,156,666,77650
0,0,1,1,120328, HITCHCOCK,Galveston (County),1791,0,0,0,1,479ff252a6573ab6413cae438ceb1d4f,5a2eb84d758c6e4347f5588b,2017-12-11T16:54:37.583Z,0,6243,4246,20529,TX,31018,120328,1,1,1,77563
15,311,0,326,1088,LEAGUE CITY,Galveston (County),1791,32,1,2,6,9ceda4aaf901d3bc2f40ef49b70ac2a2,5a2eb84d758c6e4347f55892,2017-12-11T16:54:37.586Z,708,109996,260778,439062,TX,809836,2144710,1971,0,4,77573
0,5,0,5,1010,DAMON,Fort Bend (County),1791,0,8,0,0,05b5c5c0004a0ff3dfdba947cc66dbbf,5a2eb84d758c6e4347f55870,2017-12-11T16:54:37.571Z,1,2360,1428,5167,TX,8955,9089,9,0,33,77430
1,10,0,11,1166,SIMONTON,Fort Bend (County),1791,1,17,0,0,36553bda9d243323feec499dafe18dad,5a2eb84d758c6e4347f5587a,2017-12-11T16:54:37.575Z,3,2757,8900,17721,TX,29378,24494,21,0,28,77476
0,10,0,10,530,RICHMOND,Fort Bend (County),1791,0,21,0,0,e490946e881a641ae94528a8d6088c34,5a2eb84d758c6e4347f55855,2017-12-11T16:54:37.549Z,11,7060,1732,6033,TX,14825,16946,32,0,120,77406
1,8,0,9,1483,DAYTON,Chambers (County),1791,1,15,0,0,19a17e7a27ac5bb94066a89480687377,5a2eb84d758c6e4347f5589f,2017-12-11T16:54:37.591Z,8,1970,10412,11651,TX,24033,35604,24,0,71,77535
41,264,18,323,3773,BACLIFF,Galveston (County),1791,45,530,18,14,6a47f1fe45f145eeda8e0c50f0c231f7,5a2eb84d758c6e4347f5587e,2017-12-11T16:54:37.577Z,155,165092,428993,1393048,TX,1987132,2875086,762,13,1,77518
5,337,1,343,1339,PEARLAND,Brazoria (County),1791,16,1,1,3,5d2c9401c1d0d4328bc692a74623301f,5a2eb84d758c6e4347f55897,2017-12-11T16:54:37.588Z,318,154932,102500,414595,TX,672026,1805813,1349,1,3,77581
3,30,0,33,3785,BEACH CITY,Chambers (County),1791,3,74,0,2,330ddf1ae80b3168df32475798b51937,5a2eb84d758c6e4347f5585f,2017-12-11T16:54:37.564Z,16,8223,27133,72389,TX,107746,359575,95,0,207,77520
0,1,0,1,1640,KENDLETON,Fort Bend (County),1791,0,5,0,0,f47227c8bcba229472ceb0b045079038,5a2eb84d758c6e4347f55852,2017-12-11T16:54:37.548Z,1,0,1428,5942,TX,7370,9843,6,0,9,77451
11,77,4,92,10901,CLEAR LAKE SHORES,Galveston (County),1791,41,109,30,14,eea79c0fd4c04bc562f90df719c5c0fa,5a2eb84d758c6e4347f55881,2017-12-11T16:54:37.578Z,31,63467,252668,269637,TX,585773,2452803,225,4,260,77565
1,100,0,101,806,MISSOURI CITY,Fort Bend (County),1791,6,555,0,0,21d2953412b742f24f7ce0ec9fe23a10,5a2eb84d758c6e4347f55877,2017-12-11T16:54:37.574Z,290,42259,49229,83618,TX,175106,685710,851,0,2,77459
6,21,0,27,7013,SURFSIDE BEACH,Brazoria (County),1791,15,58,4,3,09035074419144c78efdb8e76a3f121b,5a2eb84d758c6e4347f5589a,2017-12-11T16:54:37.589Z,17,5572,44877,104913,TX,155362,680220,97,0,156,77541
5,30,1,36,2119,NEEDVILLE,Fort Bend (County),1791,4,57,2,0,1b3521862fb526baad450fe44f68362b,5a2eb84d758c6e4347f55878,2017-12-11T16:54:37.575Z,23,22925,24189,129298,TX,176412,182271,86,0,140,77461
0,0,1,1,26555,ALGOA,Galveston (County),1791,0,0,1,0,913998189f72a853cb66dcc731e3089e,5a2eb84d758c6e4347f5587d,2017-12-11T16:54:37.577Z,0,0,1704,27096,TX,28800,26555,1,1,1,77511
1,0,0,1,12589,LAMARQUE,Galveston (County),1791,0,0,1,0,9cc5b2e979c0da5b2835fa60b4c26df2,5a2eb84d758c6e4347f55891,2017-12-11T16:54:37.585Z,1,0,1470,17532,TX,19002,25179,2,0,2,77568
0,0,1,1,121106,CRYSTAL BEACH,Galveston (County),1791,0,0,0,1,86db20f58ec02cb931b5e36858b036dc,5a2eb84d758c6e4347f55882,2017-12-11T16:54:37.579Z,0,0,1428,27372,TX,28800,121106,1,1,1,77560
12,176,0,188,775,TEXAS CITY,Galveston (County),1791,7,593,0,0,6c0ab00d0f93e95d32bd2f64d8c27124,5a2eb84d758c6e4347f558ad,2017-12-11T16:54:37.765Z,261,80834,168963,309045,TX,558842,667288,861,0,1,77591
0,2,0,2,3176,BEACH CITY,Harris (County),1791,1,4,0,0,9abc9a9acf9485aaff8188516a3932d6,5a2eb84d758c6e4347f558bc,2017-12-11T16:54:37.771Z,1,1630,2308,3585,TX,7523,19058,6,0,14,77520
1,57,6,64,3704,SARATOGA,Hardin (County),1791,0,103,1,5,34deb416937610a7d81cefd1c7f46df9,5a2eb84d758c6e4347f558b7,2017-12-11T16:54:37.769Z,17,21553,44366,279366,TX,345285,466705,126,5,181,77585
0,2,0,2,474,LONGVIEW,Gregg (County),1791,0,7,0,0,d8226e4d0dd297df5d68475928302fcf,5a2eb84d758c6e4347f558b0,2017-12-11T16:54:37.766Z,7,0,0,4247,TX,4247,6633,14,0,31,75605
14,485,2,501,1235,HOUSTON,Harris (County),1791,5,1,0,1,ee579fd8fc53ca89b7457a5b811a7b6e,5a2eb84d758c6e4347f558c9,2017-12-11T16:54:37.777Z,204,126791,452511,772787,TX,1352089,1764571,1429,1,2,77021
0,4,0,4,2082,SEABROOK,Galveston (County),1791,1,3,0,0,eda97b6e0a92debc3f7d494a141037db,5a2eb84d758c6e4347f558ab,2017-12-11T16:54:37.764Z,7,0,10356,0,TX,10356,22903,11,0,15,77586
0,0,1,1,124912,GILCREST,Harris (County),1791,0,0,0,1,04ec3739fe43b83ce875575accfc21d3,5a2eb84d758c6e4347f558c3,2017-12-11T16:54:37.774Z,0,0,0,28800,TX,28800,124912,1,1,1,77617
