approvedBetween10001And25000,approvedBetween1And10000,approvedBetween25001AndMax,approvedForFemaAssistance,averageFemaInspectedDamage,city,county,disasterNumber,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,hash,id,lastRefresh,noFemaInspectedDamage,otherNeedsAmount,rentalAmount,repairReplaceAmount,state,totalApprovedIhpAmount,totalDamage,totalInspected,totalMaxGrants,validRegistrations,zipCode
0,33,0,33,366,GALENA PARK,Harris (County),1606,0,49,0,0,f75d078e40c15b3c326b9ef9c8c565e6,5a2eb795758c6e4347f51381,2017-12-11T16:51:33.285Z,28,1114,43728,10446,TX,55288,28170,77,0,207,77547
5,91,0,96,1487,VOTAW,Hardin (County),1606,1,75,0,1,7d76d095c738ad616a5f561e0fc5c3ad,5a2eb795758c6e4347f51379,2017-12-11T16:51:33.282Z,33,49370,153548,51238,TX,254156,163523,110,0,150,77376
0,28,0,28,289,HOUSTON,Harris (County),1606,0,28,0,0,c4de6aa4b8a84a50bfea4a520bec584d,5a2eb795758c6e4347f51352,2017-12-11T16:51:33.264Z,35,4095,28801,14239,TX,47135,18226,63,0,117,77076
0,19,0,19,484,SPRING,Harris (County),1606,0,21,0,0,097b46fe37e64f7e942e4aa931c1292a,5a2eb795758c6e4347f513a9,2017-12-11T16:51:33.310Z,26,10116,17347,6530,TX,33993,22759,47,0,83,77389
4,210,0,214,1045,HOUSTON,Harris (County),1606,1,234,0,3,884edb9d26aa2bd28ead4e48cf111194,5a2eb795758c6e4347f51385,2017-12-11T16:51:33.287Z,228,35676,259502,87749,TX,382927,486843,466,0,867,77016
0,14,0,14,412,NEW CANEY,Harris (County),1606,0,12,0,0,af3fb5ab0d8f8feeb17767cb53659c4a,5a2eb795758c6e4347f51363,2017-12-11T16:51:33.272Z,17,3227,10000,5272,TX,18500,11955,29,0,38,77357
0,11,0,11,362,HOUSTON,Harris (County),1606,0,8,0,0,8409fd7ba532c5950be338ef4510aff7,5a2eb795758c6e4347f51394,2017-12-11T16:51:33.301Z,11,807,12657,3092,TX,16556,6887,19,0,51,77092
0,71,1,72,316,SPRING,Harris (County),1606,2,63,0,0,56266b77f04f70b975b076b14193c98a,5a2eb795758c6e4347f513a8,2017-12-11T16:51:33.310Z,135,20278,117802,10845,TX,148925,63251,200,0,415,77373
0,27,0,27,300,HOUSTON,Harris (County),1606,1,12,0,0,17056db46a3d6bfcd5cdcd470f33ba3e,5a2eb795758c6e4347f51390,2017-12-11T16:51:33.299Z,48,915,48657,3062,TX,52634,18321,61,0,139,77072
0,59,0,59,295,HOUSTON,Harris (County),1606,0,90,0,0,40f32fa8d1d86218d9f94e02d8b7f956,5a2eb795758c6e4347f5138b,2017-12-11T16:51:33.297Z,93,8474,83456,32852,TX,124782,53958,183,0,366,77047
1,481,0,482,280,BAYTOWN,Harris (County),1606,0,626,1,0,6d9480afb42f56fc6b52caa001e7e244,5a2eb795758c6e4347f5137b,2017-12-11T16:51:33.282Z,703,70163,716621,87017,TX,873800,372423,1330,0,2,77521
1,82,0,83,382,HOUSTON,Harris (County),1606,0,101,0,0,3d9c5508152abf066965994f92a5cfac,5a2eb795758c6e4347f513b1,2017-12-11T16:51:33.314Z,92,15876,94616,37232,TX,147724,73731,193,0,393,77048
0,17,0,17,147,SPRING,Harris (County),1606,0,17,0,0,76aaeb11d98aade482b9d448fc7dce37,5a2eb795758c6e4347f5136a,2017-12-11T16:51:33.275Z,29,3446,24000,1389,TX,28835,6750,46,0,96,77388
0,84,0,84,268,HOUSTON,Harris (County),1606,0,123,0,0,d8a2c004f79c96088fd813189b52e9f4,5a2eb795758c6e4347f51387,2017-12-11T16:51:33.288Z,91,6455,105482,27226,TX,139163,57350,214,0,365,77026
1,127,1,129,345,HOUSTON,Harris (County),1606,0,168,0,0,21dbc2fabaabada0cf7ae3fc4391afaa,5a2eb795758c6e4347f51386,2017-12-11T16:51:33.287Z,138,29104,156250,62794,TX,248148,105558,306,1,517,77021
0,14,0,14,444,HOUSTON,Harris (County),1606,0,17,0,0,a5cac555e47cf62c7205320c38d7b91c,5a2eb795758c6e4347f5138a,2017-12-11T16:51:33.296Z,21,3319,16000,8565,TX,27884,16890,38,0,72,77041
0,39,0,39,90,HOUSTON,Harris (County),1606,0,20,0,0,c925bdefad1db5d19ce96b9d8eff318f,5a2eb795758c6e4347f5138e,2017-12-11T16:51:33.298Z,132,13820,70000,856,TX,84676,13606,152,0,370,77062
0,36,0,36,98,HOUSTON,Harris (County),1606,0,22,0,0,f516988d848dae7e311e6bc99c9144e7,5a2eb795758c6e4347f513b8,2017-12-11T16:51:33.317Z,65,1480,64801,610,TX,66891,8535,87,0,234,77083
0,101,0,101,330,HUMBLE,Harris (County),1606,0,100,1,0,719691eb5d58b71d07e92fce5117f7fe,5a2eb795758c6e4347f5139a,2017-12-11T16:51:33.304Z,164,20070,128772,13776,TX,162617,87443,265,0,521,77346
2,123,0,125,5123,THICKET,Hardin (County),1606,7,109,0,3,0fe21a80dae1bf5c6538ba9c28e89ad1,5a2eb795758c6e4347f513dd,2017-12-11T16:51:33.333Z,9,76193,131632,149218,TX,357042,655755,128,0,157,77374
4,263,0,267,1658,SARATOGA,Hardin (County),1606,2,205,1,3,3af9b26a36e172bc738ad4581e80917b,5a2eb795758c6e4347f51376,2017-12-11T16:51:33.280Z,79,130746,379609,156185,TX,666540,480811,290,0,362,77585
0,11,0,11,277,HOUSTON,Harris (County),1606,0,16,0,0,712460f4608bd35d09768a0eb369a7e2,5a2eb795758c6e4347f513ae,2017-12-11T16:51:33.312Z,17,2714,10000,1446,TX,14160,9125,33,0,59,77032
1,122,0,123,260,HOUSTON,Harris (County),1606,0,186,0,0,207bcf4775f7c4bbf952a9b95258adb8,5a2eb795758c6e4347f513b9,2017-12-11T16:51:33.317Z,120,9359,127031,32436,TX,168826,79610,306,0,604,77088
2,41,0,43,1999,HOUSTON,Harris (County),1606,0,54,0,2,09288849922c1d6e0d1086d7714cb874,5a2eb795758c6e4347f513ac,2017-12-11T16:51:33.312Z,52,27577,49592,33221,TX,110390,215913,108,0,175,77022
0,91,0,91,303,PASADENA,Harris (County),1606,0,126,0,0,f64ebb2a3a677e00b168151f64f9cf1c,5a2eb795758c6e4347f513c9,2017-12-11T16:51:33.324Z,135,10704,141020,20703,TX,172428,79164,261,0,639,77503
0,15,0,15,200,HOUSTON,Harris (County),1606,0,18,0,0,d2fa64fe14adbb044ff7d45ba0c27e59,5a2eb795758c6e4347f51392,2017-12-11T16:51:33.300Z,41,1026,26000,0,TX,27026,11781,59,0,121,77082
0,12,0,12,184,TOMBALL,Harris (County),1606,0,15,0,0,55d4f9d0259354ff229381e0686c5e9f,5a2eb795758c6e4347f513aa,2017-12-11T16:51:33.311Z,21,1250,22801,1186,TX,25238,6637,36,0,72,77375
0,13,0,13,193,HOUSTON,Harris (County),1606,0,18,0,0,8d768458146d7b750a358fe3945aca59,5a2eb795758c6e4347f513b2,2017-12-11T16:51:33.314Z,18,0,20000,715,TX,20715,6936,36,0,81,77053
1,95,0,96,177,PASADENA,Harris (County),1606,0,145,0,0,449c925154654cf5c6e9463190551e0c,5a2eb795758c6e4347f513a3,2017-12-11T16:51:33.308Z,155,12861,138500,14636,TX,165997,53123,300,0,750,77502
0,29,0,29,338,HOUSTON,Harris (County),1606,0,26,0,0,c037ac639d784aa2530882c472dc0c33,5a2eb795758c6e4347f513b6,2017-12-11T16:51:33.316Z,79,2420,44657,11049,TX,58127,35510,105,0,203,77073
0,36,0,36,93,HOUSTON,Harris (County),1606,0,44,0,0,e8d22e86e6cbeeee991f1984d1377873,5a2eb795758c6e4347f5138f,2017-12-11T16:51:33.299Z,67,705,67071,1040,TX,68816,10294,111,0,264,77067
0,8,0,8,215,TOMBALL,Harris (County),1606,0,8,0,0,ec9dae07ae971a9d39c113e847cde949,5a2eb795758c6e4347f513d0,2017-12-11T16:51:33.327Z,16,3708,8000,791,TX,12498,5153,24,0,45,77377
137,4,7,4423,3487,SILSBEE,Hardin (County),1606,113,3,19,77,464d301bffb9045c0f19427f14fc9c90,5a2eb795758c6e4347f513dc,2017-12-11T16:51:33.333Z,736,2250209,7532010,3578618,TX,13360837,14029204,4023,6,5,77656
0,77,0,77,215,SEABROOK,Harris (County),1606,0,81,0,0,c52dcb2192c3de7a87cd15090109dd41,5a2eb795758c6e4347f513a7,2017-12-11T16:51:33.309Z,188,17211,107222,15613,TX,140046,57807,269,0,603,77586
0,105,0,105,847,HOUSTON,Harris (County),1606,1,135,0,1,4dd599ae591ae413bf0f50aa29df118a,5a2eb795758c6e4347f513ba,2017-12-11T16:51:33.318Z,95,10484,91330,35626,TX,137440,196546,232,0,401,77093
0,7,0,7,634,HOUSTON,Harris (County),1606,0,8,0,0,40cdf730b01985f150d043791fed122e,5a2eb795758c6e4347f513e8,2017-12-11T16:51:33.338Z,4,688,10801,2387,TX,13876,7612,12,0,22,77003
0,69,0,69,314,HOUSTON,Harris (County),1606,1,94,0,0,190329e5bcdff03bc963087d1fc470a1,5a2eb795758c6e4347f51393,2017-12-11T16:51:33.300Z,73,3033,87971,14780,TX,105784,52696,168,0,329,77087
0,99,0,99,172,HOUSTON,Harris (County),1606,0,98,0,0,511065f4fddf40a101f299d46bb2f1b6,5a2eb795758c6e4347f513b7,2017-12-11T16:51:33.316Z,125,17775,134978,11017,TX,163770,38452,223,0,451,77078
0,91,0,91,198,HOUSTON,Harris (County),1606,1,101,0,0,729da35a308c6fbff6ff2d5a13843855,5a2eb795758c6e4347f51429,2017-12-11T16:51:33.367Z,194,10318,113157,24817,TX,148292,58684,296,0,536,77028
0,25,0,25,90,HOUSTON,Harris (County),1606,0,16,0,0,91e78a4135c595327f27c8de046a6a57,5a2eb795758c6e4347f513bb,2017-12-11T16:51:33.318Z,42,1650,40801,1608,TX,44059,5198,58,0,113,77099
0,17,0,17,2490,WILDWOOD,Hardin (County),1606,1,12,0,0,c985e5a5281853c9c862db1ef05e7500,5a2eb795758c6e4347f513df,2017-12-11T16:51:33.334Z,4,9771,18926,11702,TX,40398,42334,17,0,23,77663
0,44,0,44,202,HOUSTON,Harris (County),1606,0,70,0,0,fb013d0da46b6d5dcfdcada2eab70a54,5a2eb795758c6e4347f513ee,2017-12-11T16:51:33.341Z,94,6385,66000,7795,TX,80180,33122,164,0,399,77034
0,23,0,23,285,HOUSTON,Harris (County),1606,0,32,0,0,4c7eeac9a31b1bef852b360cc654354a,5a2eb795758c6e4347f513af,2017-12-11T16:51:33.313Z,18,11156,20000,3430,TX,34586,14231,50,0,90,77037
0,15,0,15,371,HOUSTON,Harris (County),1606,0,15,0,0,ca37c3f19cd06c46c9d10fb0ef4b1129,5a2eb795758c6e4347f513e9,2017-12-11T16:51:33.338Z,12,3313,14801,1119,TX,19233,10016,27,0,47,77008
0,79,0,79,251,HOUSTON,Harris (County),1606,0,108,0,0,47a580179a5f2f172f7873f3fedac2b4,5a2eb795758c6e4347f513ed,2017-12-11T16:51:33.340Z,127,6737,113075,25791,TX,145603,59074,235,0,484,77029
0,23,0,23,228,HOUSTON,Harris (County),1606,0,36,0,0,ab0b5a877c7d51ed51d6472eb0f6237b,5a2eb795758c6e4347f513f1,2017-12-11T16:51:33.342Z,22,2782,19520,6140,TX,28442,13211,58,0,93,77050
2,440,0,442,268,TEXAS CITY,Galveston (County),1606,1,688,0,0,5696f266aa45d64a002755d27638c6b5,5a2eb795758c6e4347f513d3,2017-12-11T16:51:33.329Z,570,51345,719868,90832,TX,862045,337909,1259,0,2,77590
0,2,0,2,3832,LIBERTY,Hardin (County),1606,0,2,0,0,1409fbb91ca442bd65723b29d0775e25,5a2eb795758c6e4347f513da,2017-12-11T16:51:33.332Z,0,1614,2687,5162,TX,9463,7663,2,0,2,77575
1,152,0,153,475,HOUSTON,Harris (County),1606,0,156,0,1,f41e6d533f398cd4cddc29b8eea197fa,5a2eb795758c6e4347f513f0,2017-12-11T16:51:33.342Z,220,36763,190528,59392,TX,286682,179234,377,0,688,77044
0,112,0,112,247,HOUSTON,Harris (County),1606,0,119,0,0,cc144ddf1e09181564972331417525d0,5a2eb795758c6e4347f5142d,2017-12-11T16:51:33.368Z,182,15029,163429,18284,TX,196742,74440,301,0,657,77049
1,165,0,166,513,HIGHLANDS,Harris (County),1606,0,211,0,1,b95582c36d0eee8388d41b3b0959e78d,5a2eb795758c6e4347f513e7,2017-12-11T16:51:33.338Z,217,38830,205126,69404,TX,313361,220205,429,0,749,77562
0,2,0,2,916,WALLER,Harris (County),1606,0,3,0,0,f78f8aac271d1cbdb2e44a625bc5e781,5a2eb795758c6e4347f51410,2017-12-11T16:51:33.356Z,3,900,4000,3436,TX,8336,5497,6,0,11,77484
0,55,0,55,455,SOUTH HOUSTON,Harris (County),1606,0,67,0,0,1771a689262440f052a3c0bb4f19187d,5a2eb795758c6e4347f5140d,2017-12-11T16:51:33.354Z,42,3988,40246,30477,TX,74710,49640,109,0,217,77587
0,12,0,12,404,CYPRESS,Harris (County),1606,0,15,0,0,fa6ee8ee9292bb85a6bea45e3fa89a3d,5a2eb795758c6e4347f51421,2017-12-11T16:51:33.363Z,12,6892,8000,279,TX,15171,10898,27,0,66,77429
0,18,0,18,102,HOUSTON,Harris (County),1606,0,17,0,0,037c9abc9694688db5ec6dcc35963594,5a2eb795758c6e4347f513b3,2017-12-11T16:51:33.315Z,44,2858,26000,247,TX,29105,6221,61,0,177,77058
0,10,0,10,195,HOUSTON,Harris (County),1606,0,15,0,0,7e070eb603e5347356eeddd92cdc1564,5a2eb795758c6e4347f513f5,2017-12-11T16:51:33.344Z,15,2420,14000,0,TX,16420,5846,30,0,64,77070
0,14,0,14,413,HOUSTON,Harris (County),1606,0,19,0,0,2e925db371d0ed005c3f2077662254bc,5a2eb795758c6e4347f51425,2017-12-11T16:51:33.365Z,15,3191,16801,11670,TX,31662,14029,34,0,63,77007
0,132,0,132,117,HOUSTON,Harris (County),1606,0,136,0,0,24f3c1c086caa4bda8735f7e1f32da75,5a2eb795758c6e4347f51435,2017-12-11T16:51:33.372Z,206,2601,226000,12016,TX,240617,40079,342,0,953,77089
0,50,0,50,177,PASADENA,Harris (County),1606,0,59,0,0,d9d1d59f1789dea41818dc6755578836,5a2eb795758c6e4347f51409,2017-12-11T16:51:33.353Z,136,4584,70000,5784,TX,80368,34432,195,0,514,77505
0,20,0,20,831,SPRING,Harris (County),1606,2,19,0,0,ba74ecb527cec03497a4828b8e1e02f1,5a2eb795758c6e4347f513ce,2017-12-11T16:51:33.327Z,38,5870,20000,1159,TX,27029,49007,59,0,107,77379
0,37,0,37,166,HOUSTON,Harris (County),1606,0,43,0,0,a0b67a690f246ed515ccfee49e8eb126,5a2eb795758c6e4347f513ea,2017-12-11T16:51:33.339Z,77,1165,64000,801,TX,65966,19960,120,0,240,77014
0,35,0,35,106,KATY,Harris (County),1606,0,24,0,0,9b87c328f3087d9a81ce8f6ee815d2be,5a2eb795758c6e4347f513c2,2017-12-11T16:51:33.321Z,60,1099,64000,893,TX,65992,8937,84,0,213,77449
1,52,0,53,306,SANTA FE,Galveston (County),1606,0,88,0,0,f992654bded5f6ed83de172eedfbd339,5a2eb795758c6e4347f513d2,2017-12-11T16:51:33.328Z,119,8373,82251,15994,TX,106618,63294,207,0,404,77517
0,40,0,40,345,PASADENA,Harris (County),1606,1,41,0,0,d4920f8db1b8de16af0e0e08b080b2ce,5a2eb795758c6e4347f51445,2017-12-11T16:51:33.379Z,77,2400,61458,11009,TX,74867,41042,119,0,305,77504
0,7,0,7,248,SHOREACRES,Harris (County),1606,0,12,0,0,2895c27d3178f20e64206d2cd38b9f8d,5a2eb795758c6e4347f51449,2017-12-11T16:51:33.381Z,17,1245,4000,864,TX,6109,7186,29,0,47,77571
0,54,0,54,168,HOUSTON,Harris (County),1606,0,63,0,0,d2d8b2216ce4db85cd1146e1ad8bdf19,5a2eb795758c6e4347f513f6,2017-12-11T16:51:33.344Z,101,3584,79421,10417,TX,93422,27583,164,0,445,77075
0,13,0,13,1095,HOUSTON,Harris (County),1606,1,26,0,0,22333137f4f4e566d5a1e38075771dfa,5a2eb795758c6e4347f51428,2017-12-11T16:51:33.366Z,21,6500,16801,16063,TX,39364,52574,48,0,90,77023
1,37,0,38,592,HOUSTON,Harris (County),1606,0,54,0,1,69d7261bacebab213570872120b37b2c,5a2eb795758c6e4347f51426,2017-12-11T16:51:33.365Z,66,11878,59458,18365,TX,89701,71624,121,0,267,77013
0,68,0,68,389,HOUSTON,Harris (County),1606,1,80,0,0,515e8212a3c9f8ac23f143fe35458e4d,5a2eb795758c6e4347f513ef,2017-12-11T16:51:33.341Z,75,10088,66176,23975,TX,100239,60693,156,0,300,77039
0,37,0,37,372,HOUSTON,Harris (County),1606,0,35,0,0,cc81cd8e6c962ba30c01c72bb5f8dbab,5a2eb795758c6e4347f51434,2017-12-11T16:51:33.371Z,39,14303,42000,6242,TX,62545,27557,74,0,181,77084
0,68,0,68,254,HUMBLE,Harris (County),1606,0,75,0,0,07a92c0e74774d0a0958e7d1388a6d86,5a2eb795758c6e4347f5143c,2017-12-11T16:51:33.375Z,140,15420,90484,10756,TX,116661,54638,215,0,425,77396
0,9,0,9,200,HOUSTON,Harris (County),1606,0,8,0,0,4d1277023312f3968d28febb6f7d0af6,5a2eb795758c6e4347f51432,2017-12-11T16:51:33.371Z,20,0,18000,0,TX,18000,5593,28,0,47,77074
1,199,0,200,484,HOUSTON,Harris (County),1606,0,285,1,0,95f6c3edd70dcc210b8c1a19e521890a,5a2eb795758c6e4347f5142a,2017-12-11T16:51:33.367Z,240,53265,224548,102988,TX,380800,254514,526,0,887,77033
0,39,0,39,459,KINGWOOD,Harris (County),1606,0,64,0,0,53ec2160eb6fd7188b9ae05ded51914a,5a2eb795758c6e4347f51403,2017-12-11T16:51:33.350Z,46,12131,32000,4882,TX,49012,50462,110,0,198,77339
1,322,0,323,753,HUFFMAN,Harris (County),1606,4,313,1,1,d0c171a4bebef0ae25fd3cc7448c6cd0,5a2eb795758c6e4347f513fe,2017-12-11T16:51:33.348Z,248,135817,287334,87270,TX,510421,427041,567,0,820,77336
0,18,0,18,356,HOUSTON,Harris (County),1606,0,36,0,0,c3ec21b1a3eae14045dd1f099e6d8362,5a2eb795758c6e4347f513f3,2017-12-11T16:51:33.343Z,27,1614,19728,11941,TX,33283,22415,63,0,118,77060
0,4,0,4,920,HUMBLE,Harris (County),1606,0,5,0,0,eef955030df8eaad291e7874e0376369,5a2eb795758c6e4347f513ff,2017-12-11T16:51:33.348Z,2,1971,4000,2767,TX,8738,6437,7,0,16,77339
0,18,0,18,172,HOUSTON,Harris (County),1606,0,21,0,0,6222824be6aa4b12a998b59fb588bf97,5a2eb795758c6e4347f513fa,2017-12-11T16:51:33.346Z,26,8507,24000,0,TX,32507,8080,47,0,113,77095
0,20,0,20,344,HOUSTON,Harris (County),1606,0,23,0,0,72b3f64b295d27dd4e484ca28375129d,5a2eb795758c6e4347f51430,2017-12-11T16:51:33.370Z,37,4193,30000,6456,TX,40649,20612,60,0,104,77064
0,9,0,9,240,HOUSTON,Harris (County),1606,0,8,0,0,e8b5f5631240c1ebc74d731dffe1e101,5a2eb795758c6e4347f513f7,2017-12-11T16:51:33.345Z,14,12051,4000,2032,TX,18083,5291,22,0,40,77080
0,14,0,14,174,HOUSTON,Harris (County),1606,0,21,0,0,6ac5655108173186987f1fb0058bbf27,5a2eb795758c6e4347f5142b,2017-12-11T16:51:33.368Z,21,1702,16000,1302,TX,19004,7309,42,0,106,77038
0,14,0,14,224,HOUSTON,Harris (County),1606,0,12,0,0,2ab3928137ba9c0c6fc0d1300701ed7c,5a2eb795758c6e4347f51427,2017-12-11T16:51:33.366Z,25,3357,18000,2638,TX,23995,8294,37,0,65,77018
0,184,0,184,351,CHANNELVIEW,Harris (County),1606,0,272,0,0,d5263de5693e477bbeabbc9f067285c7,5a2eb795758c6e4347f5141f,2017-12-11T16:51:33.362Z,207,28284,238037,45545,TX,311867,167982,479,0,987,77530
0,69,0,69,270,HUMBLE,Harris (County),1606,0,66,0,0,c2a72565e41ea4c28de21b64bd60fc84,5a2eb795758c6e4347f5143b,2017-12-11T16:51:33.375Z,93,16832,82403,10217,TX,109452,42940,159,0,326,77338
5,485,1,491,1598,BROOKELAND,Jasper (County),1606,3,404,0,5,63e9c1d504dca41a74788f9ed903de58,5a2eb796758c6e4347f51458,2017-12-11T16:51:34.096Z,154,227203,576238,224004,TX,1027445,904456,566,0,744,75931
53,3,1,3697,2208,JASPER,Jasper (County),1606,30,2,5,46,4bccede7f419a424322f40b79725f6ab,5a2eb796758c6e4347f5145d,2017-12-11T16:51:34.098Z,757,1737538,5301733,1608591,TX,8647861,8131162,3683,0,5,75951
32,2,5,2924,2039,BEAUMONT,Jefferson (County),1606,26,1,4,18,6be46f3d278a6ff3a02fb1786e975332,5a2eb796758c6e4347f51467,2017-12-11T16:51:34.117Z,537,1057667,5394932,891596,TX,7344195,4784917,2347,4,3,77713
0,1,0,1,5200,BEAUMONT,Jefferson (County),1606,0,1,0,0,67166cef86c74075af6ea88c7abf8f20,5a2eb796758c6e4347f5149e,2017-12-11T16:51:34.140Z,0,0,2463,5200,TX,7663,5200,1,0,1,77709
117,6,14,6195,2618,BEAUMONT,Jefferson (County),1606,89,4,12,50,4cedcd974b107ede759b88aa39540c6a,5a2eb796758c6e4347f51476,2017-12-11T16:51:34.123Z,971,2338285,11839385,3084050,TX,17261720,13501958,5158,11,7,77705
0,24,0,24,614,SAM RAYBURN,Jasper (County),1606,0,18,0,0,0aed1780b8421ff3409b5890a3339244,5a2eb796758c6e4347f51462,2017-12-11T16:51:34.114Z,10,9369,28760,4362,TX,42491,17195,28,0,44,75951
0,0,0,0,6822,BEAUMONT,Jasper (County),1606,0,1,0,0,97e4bf2517f8f1fe172089b76681e3e6,5a2eb796758c6e4347f5148f,2017-12-11T16:51:34.134Z,0,0,0,0,TX,0,6822,1,0,1,77713
8,6,0,6424,1428,BEAUMONT,Jefferson (County),1606,40,3,6,6,1b6cdc9d56b235ca43d88a0a7f2a7f28,5a2eb796758c6e4347f51466,2017-12-11T16:51:34.116Z,1,1234511,12236526,446514,TX,13917551,6382383,4468,0,7,77706
0,17,0,17,2090,MAGNOLIA SPGS,Jasper (County),1606,0,15,0,0,8b9701e3f5c3384c56303b4fa08e41c0,5a2eb796758c6e4347f5145f,2017-12-11T16:51:34.099Z,3,11652,22380,21278,TX,55310,37612,18,0,19,75956
0,57,0,57,2796,VIDOR,Jasper (County),1606,1,45,0,1,c1a828a3bd8c5a2dbc14cd2e4951248e,5a2eb796758c6e4347f51473,2017-12-11T16:51:34.122Z,9,29061,95704,13988,TX,138753,156556,56,0,76,77662
0,1,0,1,17964,BEAUMONT,Jefferson (County),1606,1,0,0,0,59b844f90a090928871d2675ccafe361,5a2eb796758c6e4347f51475,2017-12-11T16:51:34.123Z,0,0,0,5200,TX,5200,17964,1,0,1,77627
4,55,0,59,2967,MAGNOLIA SPRINGS,Jasper (County),1606,3,44,2,0,ebf8c8dfa8d767dec9735effad9e303c,5a2eb796758c6e4347f51470,2017-12-11T16:51:34.121Z,9,47186,77360,79585,TX,204131,172074,58,0,79,75956
5,519,0,524,2062,BEAUMONT,Jefferson (County),1606,9,278,2,2,c42e346ef2abc3fdd043df624aca08c6,5a2eb796758c6e4347f5147c,2017-12-11T16:51:34.126Z,129,122781,995944,147582,TX,1266306,866044,420,0,666,77702
1,0,0,1,89640,MAURICEVILLE,Jasper (County),1606,0,0,0,1,14c4d05afa7f128ccde33376fd54c5d4,5a2eb796758c6e4347f51456,2017-12-11T16:51:34.095Z,0,9270,2380,10500,TX,22150,89640,1,0,1,77612
45,2,5,2763,2186,BEAUMONT,Jefferson (County),1606,42,1,3,13,28df999d3e2349ed0bda6b070ff36b0b,5a2eb796758c6e4347f51465,2017-12-11T16:51:34.116Z,532,676855,5564599,1630979,TX,7872433,5328099,2437,4,3,77701
13,3,3,4000,1272,BEAUMONT,Jefferson (County),1606,18,2,2,10,d1b27f3c36889ec4f18f72164f219243,5a2eb796758c6e4347f5147d,2017-12-11T16:51:34.126Z,710,820060,7681459,544231,TX,9045750,3645110,2866,2,4,77707
0,11,0,11,2117,ZAVALLA,Jasper (County),1606,0,12,0,0,d71f7e12b55e3fe2a0e8b952a8b471a3,5a2eb796758c6e4347f5148e,2017-12-11T16:51:34.133Z,3,5498,14380,18170,TX,38048,31759,15,0,18,75980
0,7,0,7,2278,NEWTON,Jasper (County),1606,0,6,0,0,519ce0381123fdfe848440bd4415cd27,5a2eb796758c6e4347f51498,2017-12-11T16:51:34.138Z,2,7576,8564,4723,TX,20863,18222,8,0,8,75966
1,0,0,1,7713,GIST,Jasper (County),1606,0,1,0,0,759e53392506417880637e9370ada7ab,5a2eb796758c6e4347f51493,2017-12-11T16:51:34.136Z,0,2513,2456,5200,TX,10169,7713,1,0,1,77612
0,1,0,1,5772,EVEDALE,Jasper (County),1606,0,1,0,0,bb7ec525b19b48f9adfb35cc0c20824a,5a2eb796758c6e4347f51486,2017-12-11T16:51:34.130Z,0,807,380,4965,TX,6152,5772,1,0,1,77615
72,2,5,2381,4282,BUNA,Jasper (County),1606,26,1,4,77,124e141ae605106a351db65760433271,5a2eb796758c6e4347f51484,2017-12-11T16:51:34.129Z,305,1498231,3909314,2085710,TX,7493255,9330443,2179,2,2,77612
43,1,4,1922,3126,KIRBYVILLE,Jasper (County),1606,34,1,6,30,bba8c40d0302f3660ecd479c04850fa9,5a2eb796758c6e4347f51489,2017-12-11T16:51:34.131Z,338,1158817,2887935,1462322,TX,5509074,5727464,1832,2,2,75956
1,0,0,1,10479,BROWNDELL,Jasper (County),1606,1,0,0,0,235dfd987860dd31e7231921be32d601,5a2eb796758c6e4347f5144f,2017-12-11T16:51:34.092Z,0,4844,2456,5200,TX,12500,10479,1,0,1,75931
6,440,1,447,3273,EVADALE,Jasper (County),1606,4,378,0,6,96ca3e3cf4199524076ede5ac4e7bf21,5a2eb796758c6e4347f5145b,2017-12-11T16:51:34.097Z,34,236604,794869,410186,TX,1441659,1381120,422,0,536,77615
2,53,0,55,3112,CALL,Jasper (County),1606,3,45,0,0,bbb02a9b3cd2f0274b8d9e8a6bff625c,5a2eb796758c6e4347f5146a,2017-12-11T16:51:34.118Z,5,31809,76084,66919,TX,174812,164949,53,0,63,75933
0,1,0,1,12178,BOUMONT,Jefferson (County),1606,1,0,0,0,e038fa2dad9adf04cbabebfc40dae416,5a2eb796758c6e4347f514a0,2017-12-11T16:51:34.187Z,0,1282,2000,0,TX,3282,12178,1,0,1,77705
0,1,0,1,5200,DEWEYVILLE,Jefferson (County),1606,0,1,0,0,c726780db1adf8c482d1fa724b3e658b,5a2eb796758c6e4347f514a2,2017-12-11T16:51:34.187Z,0,0,2000,0,TX,2000,5200,1,0,1,77614
0,2,0,2,3437,PORT ACRES,Jefferson (County),1606,0,3,0,0,07b9d94c482174c62c63da2800f7a505,5a2eb796758c6e4347f514d4,2017-12-11T16:51:34.217Z,1,1026,2000,0,TX,3026,13748,4,0,4,77640
0,133,0,133,1031,ROMAYOR,Liberty (County),1606,0,111,1,0,e1c2f4e904fcc6e4ed61f58c89c313cf,5a2eb796758c6e4347f514c0,2017-12-11T16:51:34.201Z,37,54596,165315,55539,TX,275450,153646,149,0,195,77368
2,114,1,117,2397,WINNIE,Jefferson (County),1606,1,92,0,1,c5570313c0b6063182cc558004678264,5a2eb796758c6e4347f514af,2017-12-11T16:51:34.193Z,15,74232,182220,53613,TX,310065,261322,109,0,156,77665
