approvedBetween10001And25000,approvedBetween1And10000,approvedBetween25001AndMax,approvedForFemaAssistance,averageFemaInspectedDamage,city,county,disasterNumber,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,hash,id,lastRefresh,noFemaInspectedDamage,otherNeedsAmount,rentalAmount,repairReplaceAmount,state,totalApprovedIhpAmount,totalDamage,totalInspected,totalMaxGrants,validRegistrations,zipCode
58,116,29,203,33672,SABINE PASS,Jefferson (County),1606,49,56,19,56,8ecc7abb2f6a42b557fc76bcb6b28894,5a2eb796758c6e4347f514ad,2017-12-11T16:51:34.192Z,25,812458,495794,870639,TX,2178891,6902771,205,23,235,77655
3,133,1,137,863,CONROE,Montgomery (County),1606,3,166,0,0,712328756402db47bccb01da0da1abce,5a2eb796758c6e4347f514c5,2017-12-11T16:51:34.203Z,122,83736,118451,108556,TX,310743,251062,291,1,375,77306
38,6,2,6140,1867,NEDERLAND,Jefferson (County),1606,74,3,8,14,1b6c66921945c0847a182c7b6f274bec,5a2eb796758c6e4347f514a8,2017-12-11T16:51:34.190Z,897,1728355,11939741,1033330,TX,14701426,7963717,4266,2,7,77627
0,2,0,2,2118,DOBBIN,Montgomery (County),1606,0,3,0,0,a4f4c7de9ff8bef2b32e286a299eef3d,5a2eb796758c6e4347f514c6,2017-12-11T16:51:34.203Z,1,807,0,3464,TX,4270,8471,4,0,5,77333
12,381,2,395,3711,CHINA,Jefferson (County),1606,10,264,0,10,a7d44016523559e6903d7b4ae40a6e5c,5a2eb796758c6e4347f514a1,2017-12-11T16:51:34.187Z,54,196139,731340,247161,TX,1174640,1254436,338,2,508,77613
0,0,0,0,6395,JASPER ,Jefferson (County),1606,0,1,0,0,fb3480d07ed2060177c9eb2aa42a4239,5a2eb796758c6e4347f514d0,2017-12-11T16:51:34.207Z,0,0,0,0,TX,0,6395,1,0,1,75951
163,5,8,5290,2794,PORT ARTHUR,Jefferson (County),1606,112,3,14,25,aada2f72ca0e6899a1f1af22582ba48d,5a2eb796758c6e4347f514e4,2017-12-11T16:51:34.224Z,818,1926019,11137266,3719590,TX,16782875,12619243,4516,5,6,77640
0,1,0,1,7054,kounte,Jefferson (County),1606,0,1,0,0,872b81857e1b510ab4b93a7d3d61d833,5a2eb796758c6e4347f514a6,2017-12-11T16:51:34.189Z,0,1632,2000,5200,TX,8832,7054,1,0,1,77625
0,65,0,65,437,CONROE,Montgomery (County),1606,0,123,0,0,b3e24fc8af2411d28715ebbd53bd8478,5a2eb796758c6e4347f514c4,2017-12-11T16:51:34.202Z,57,14052,56385,28060,TX,98497,78693,180,0,240,77301
0,4,0,4,1054,CLEVELAND,Montgomery (County),1606,0,4,0,0,b7506d41d3d939f93b992df75a258bde,5a2eb796758c6e4347f514fc,2017-12-11T16:51:34.234Z,5,2420,4000,0,TX,6420,9488,9,0,10,77327
2,185,0,187,963,CONROE,Montgomery (County),1606,0,211,0,2,4593585ed3c21f1ce2caf4049eb6500b,5a2eb796758c6e4347f514fd,2017-12-11T16:51:34.235Z,139,71007,173131,109117,TX,353255,338834,352,0,537,77302
0,3,0,3,4964,HULL,Liberty (County),1606,1,1,0,0,7433d696cbdd9f9d0a88d880a0c87528,5a2eb796758c6e4347f514f3,2017-12-11T16:51:34.230Z,2,807,6000,7771,TX,14578,19857,4,0,4,77561
0,1,0,1,7497,HEMPHILL,Liberty (County),1606,0,1,0,0,0260318fa454bfe34200720fddbc88d7,5a2eb796758c6e4347f514f2,2017-12-11T16:51:34.230Z,0,0,801,5200,TX,6001,7497,1,0,1,75948
1,197,0,198,1508,ETOILE,Nacogdoches (County),1606,2,207,2,1,afa58700e9b55774a5e984eed7b5b909,5a2eb796758c6e4347f51538,2017-12-11T16:51:34.260Z,40,107368,156016,68271,TX,331655,379945,252,0,342,75944
1,0,0,1,18740,ACE,Liberty (County),1606,1,0,0,0,543979151d2973b23e45db8aa68278d5,5a2eb796758c6e4347f51516,2017-12-11T16:51:34.245Z,0,0,2657,10500,TX,13157,18740,1,0,1,77369
3,217,1,221,2664,NOME,Jefferson (County),1606,0,157,1,1,526120253b5140bffd7bccd054c8e0d5,5a2eb796758c6e4347f514d3,2017-12-11T16:51:34.217Z,52,88390,354388,102791,TX,545569,562114,211,1,293,77629
17,2,2,2444,2226,BEAUMONT,Jefferson (County),1606,31,1,4,10,f8665ef92aa19f788534042a2271d4d9,5a2eb796758c6e4347f51504,2017-12-11T16:51:34.238Z,430,653461,4714972,557749,TX,5926182,4009366,1801,2,3,77708
6,846,1,853,903,SPLENDORA,Montgomery (County),1606,10,812,2,0,a5d0ce75c98a7265bd321feca0fe34cf,5a2eb796758c6e4347f51533,2017-12-11T16:51:34.258Z,483,439725,802922,324270,TX,1566917,1180352,1307,1,1,77372
1,0,0,1,18061,SABINEPASS,Jefferson (County),1606,1,0,0,0,c740babae7e40d6512dd2dbd2f120c9d,5a2eb796758c6e4347f514e6,2017-12-11T16:51:34.225Z,0,13499,2000,5200,TX,20699,18061,1,0,1,77655
7,432,0,439,1878,HAMSHIRE,Jefferson (County),1606,1,286,0,5,1dcae4b16e47450d8325364432ac6073,5a2eb796758c6e4347f5150b,2017-12-11T16:51:34.241Z,90,177769,738326,115940,TX,1032035,717528,382,0,556,77622
3,322,0,325,1900,HARDIN,Liberty (County),1606,2,233,0,3,1b7730c409e5ddeaac072117f667ab3f,5a2eb796758c6e4347f5151f,2017-12-11T16:51:34.249Z,127,163454,466377,157581,TX,787412,693658,365,0,491,77561
0,0,0,0,2658,VOTH,Jefferson (County),1606,0,1,0,0,f678380645ff12a02136a4e7cf652e9d,5a2eb796758c6e4347f51515,2017-12-11T16:51:34.245Z,1,0,0,0,TX,0,5317,2,0,2,77709
24,3,1,3896,1826,PORT NECHES,Jefferson (County),1606,22,2,5,15,c41c2b4419387599ec275589a559ed25,5a2eb796758c6e4347f51547,2017-12-11T16:51:34.266Z,617,1087733,7631488,685931,TX,9405151,4862766,2663,1,4,77651
10,309,1,320,1416,RYE,Liberty (County),1606,7,277,1,1,8b7d98e53886d3d03a467cba14b15fd5,5a2eb796758c6e4347f5155b,2017-12-11T16:51:34.275Z,101,194976,470302,224782,TX,890061,548029,387,1,466,77369
0,4,0,4,2415,VIDOR,Jefferson (County),1606,0,2,0,0,ae150d46821b02e80fe763b3170ab3bc,5a2eb796758c6e4347f514e7,2017-12-11T16:51:34.225Z,2,2610,6554,6300,TX,15464,9661,4,0,4,77662
0,148,0,148,810,SPLENDORA,Liberty (County),1606,2,131,0,0,36efc54a5949870cf147af0a48c81e47,5a2eb796758c6e4347f514fb,2017-12-11T16:51:34.234Z,66,57657,156028,32408,TX,246093,161230,199,0,273,77372
2,103,0,105,1004,CLEVELAND,Montgomery (County),1606,0,118,1,1,863881ebc5cbb4037a18b84f40f1902b,5a2eb796758c6e4347f5152a,2017-12-11T16:51:34.254Z,83,63908,75688,54229,TX,193825,203812,203,0,285,77328
20,4,4,4657,1614,GROVES,Jefferson (County),1606,31,2,4,6,d7f259f3281b6e630cd4df51a5ee4af1,5a2eb796758c6e4347f5153e,2017-12-11T16:51:34.263Z,636,1274186,9171195,966491,TX,11411872,5089917,3154,3,5,77619
1,0,0,1,7548,CHESTER,Newton (County),1606,0,1,0,0,a5532307f5c63b20bd1e786a5cfe49f3,5a2eb796758c6e4347f51574,2017-12-11T16:51:34.286Z,0,1857,11324,5200,TX,18380,7548,1,0,1,75936
20,2,2,2287,935,CLEVELAND,Liberty (County),1606,9,2,3,10,8caee031816051dfd3fe596bc0aa5e72,5a2eb796758c6e4347f514ea,2017-12-11T16:51:34.226Z,1,1034021,2660215,665342,TX,4359577,2920814,3124,2,4,77327
4,221,0,225,2259,DAISETTA,Liberty (County),1606,8,154,3,1,20631fe5f6a4392d8ac75371332ab65a,5a2eb796758c6e4347f514ec,2017-12-11T16:51:34.227Z,65,98515,335115,200253,TX,633882,521810,231,0,320,77533
1,59,0,60,934,CHIRENO,Nacogdoches (County),1606,0,82,0,1,a54a0275e217a741cbf937a9c6394a5e,5a2eb796758c6e4347f5156a,2017-12-11T16:51:34.281Z,48,34535,50720,24023,TX,109278,122394,131,0,170,75937
0,304,0,304,784,CONROE,Montgomery (County),1606,0,307,0,1,77dce1af734e29ef7b64fc420e8a45a7,5a2eb796758c6e4347f5152b,2017-12-11T16:51:34.254Z,180,156442,219371,42627,TX,418440,382496,488,0,755,77303
0,21,0,21,343,CONROE,Montgomery (County),1606,0,20,0,0,b94eb79192edfcb802ce8c839b9f438f,5a2eb796758c6e4347f514fe,2017-12-11T16:51:34.235Z,21,11039,10000,569,TX,21607,14053,41,0,61,77384
0,19,0,19,1243,AMES,Liberty (County),1606,0,17,0,0,4c5ae8f5a9fa0ae687e9d0453a56b9a9,5a2eb796758c6e4347f5154a,2017-12-11T16:51:34.268Z,6,4775,25314,10139,TX,40228,28583,23,0,29,77575
5,172,1,178,2354,DEVERS,Liberty (County),1606,0,155,1,4,f4471f80d5ffa2c374a8ec6412f2d303,5a2eb796758c6e4347f5151e,2017-12-11T16:51:34.249Z,27,104208,215565,106485,TX,426258,440243,187,1,265,77538
0,4,0,4,852,KENEFICK,Liberty (County),1606,0,3,0,0,4d0036665ee618fba44eda09c6717530,5a2eb796758c6e4347f51522,2017-12-11T16:51:34.251Z,3,847,6657,3904,TX,11408,5109,6,0,7,77535
2,173,0,175,1684,RAYWOOD,Liberty (County),1606,1,179,0,1,8f843728a1306fa89ab45a2642bce389,5a2eb796758c6e4347f51526,2017-12-11T16:51:34.252Z,16,58071,261051,136949,TX,456070,331804,197,0,253,77582
0,5,0,5,918,SHEPHERD,Liberty (County),1606,0,4,0,0,2aa4b5175fced9f9690f07a6076a520b,5a2eb796758c6e4347f5155c,2017-12-11T16:51:34.275Z,2,3399,4000,234,TX,7633,5507,6,0,6,77371
5,402,0,407,1855,HULL,Liberty (County),1606,4,320,1,4,e0d6fc88f832a4c10a0e75c80c61c36f,5a2eb796758c6e4347f51521,2017-12-11T16:51:34.250Z,130,203554,576265,153822,TX,933641,851233,459,0,584,77564
0,26,0,26,222,SPRING,Montgomery (County),1606,0,16,0,0,30ae545e577000e0f86f1318eeee3467,5a2eb796758c6e4347f51568,2017-12-11T16:51:34.281Z,29,10708,26000,194,TX,36902,9991,45,0,108,77386
0,20,0,20,294,MONTGOMERY,Montgomery (County),1606,0,23,0,0,6afefe2571fc08257e6f45f9cdafceb7,5a2eb796758c6e4347f51530,2017-12-11T16:51:34.256Z,23,6288,17262,4302,TX,27852,13533,46,0,76,77316
31,3,2,3106,1226,DAYTON,Liberty (County),1606,26,2,2,21,f369bce1433852eb3b183eab0fe761cd,5a2eb796758c6e4347f5151c,2017-12-11T16:51:34.248Z,1,1188145,4020736,1268947,TX,6477828,5262092,4292,2,6,77535
57,2,5,2753,2150,BEAUMONT,Jefferson (County),1606,48,1,6,11,4dd4ba2fa4d4c7718745c8713611ce26,5a2eb796758c6e4347f51503,2017-12-11T16:51:34.237Z,458,762086,5522200,1474372,TX,7758658,4923404,2290,3,3,77703
0,52,0,52,492,CONROE,Montgomery (County),1606,0,50,0,0,6144956cd1fc9d3b318b71ca33cc1475,5a2eb796758c6e4347f5152c,2017-12-11T16:51:34.255Z,48,22578,44000,4346,TX,70924,48228,98,0,132,77385
11,818,1,830,1097,CLEVELAND,Liberty (County),1606,1,788,0,6,ce648b18810a3f76201ccf331c04cec9,5a2eb796758c6e4347f51518,2017-12-11T16:51:34.246Z,398,424383,866070,329414,TX,1619867,1308793,1193,1,1,77328
0,1,0,1,5200,JASPER,Jefferson (County),1606,0,1,0,0,455539fdf0cf8bb2fcdd9e4bbe995ee8,5a2eb796758c6e4347f51540,2017-12-11T16:51:34.263Z,0,0,2000,0,TX,2000,5200,1,0,1,75951
0,45,0,45,383,DOUGLASS,Nacogdoches (County),1606,0,55,0,0,9d04e9e5d3b89ce5a8b49bf201f7e13f,5a2eb796758c6e4347f5156b,2017-12-11T16:51:34.282Z,29,22853,31211,3699,TX,57763,32151,84,0,111,75943
1,7,0,8,1736,PORT ARTHUR,Jefferson (County),1606,0,6,0,0,93ff1605540a86fc2ae797ad38864bf6,5a2eb796758c6e4347f51512,2017-12-11T16:51:34.244Z,4,3076,16554,7026,TX,26656,17364,10,0,15,77641
116,7,5,7536,2013,PORT ARTHUR,Jefferson (County),1606,110,4,21,12,9e189688546b8a51681e6659f6382752,5a2eb796758c6e4347f51546,2017-12-11T16:51:34.266Z,1,1963268,15204862,3159390,TX,20327519,12219867,6070,2,8,77642
0,42,1,43,1372,MONTGOMERY,Montgomery (County),1606,0,52,0,1,128f9a21855226435b3b84097ac59038,5a2eb796758c6e4347f51564,2017-12-11T16:51:34.279Z,30,25682,51226,40449,TX,117357,113903,83,0,116,77356
0,6,0,6,610,NACOGDOCHES,Nacogdoches (County),1606,0,8,0,0,79b3f526bd100d2533e2c8c896d96734,5a2eb796758c6e4347f5156e,2017-12-11T16:51:34.283Z,4,807,6000,894,TX,7700,7323,12,0,19,75963
4,229,0,233,1295,PORTER,Montgomery (County),1606,5,280,1,2,c68d73e996146fcf8cfe715481bf9072,5a2eb796758c6e4347f51532,2017-12-11T16:51:34.257Z,175,130862,181721,140562,TX,453144,599710,463,0,686,77365
0,1,0,1,7331,HULL,Liberty (County),1606,0,1,0,0,947b3e3495990ddbac879a307e6d28e1,5a2eb796758c6e4347f51555,2017-12-11T16:51:34.272Z,0,807,0,5200,TX,6007,7331,1,0,1,77582
0,3,0,3,1804,BLEAKWOOD,Newton (County),1606,0,4,0,0,7ecc040e0dc1590e2959f3ebc4309958,5a2eb796758c6e4347f51571,2017-12-11T16:51:34.284Z,0,2639,4000,0,TX,6639,7215,4,0,4,75956
0,39,0,39,692,CONROE,Montgomery (County),1606,0,45,0,0,94b6346f51ac0b6a42b0bb900f5840c7,5a2eb796758c6e4347f5155f,2017-12-11T16:51:34.277Z,20,16597,25314,10933,TX,52844,44960,65,0,118,77304
14,426,1,441,2551,BURKEVILLE,Newton (County),1606,10,335,3,6,007b9e731d50d7cce1d15caa46b18e22,5a2eb796758c6e4347f51573,2017-12-11T16:51:34.285Z,101,266751,551737,373098,TX,1191586,1160721,455,1,631,75932
24,2,1,2140,1221,LIBERTY,Liberty (County),1606,7,1,5,12,c34463cfb4ec4826098ae777761179c0,5a2eb796758c6e4347f51523,2017-12-11T16:51:34.251Z,845,897931,2993154,841478,TX,4732563,3057060,2504,0,3,77575
0,75,0,75,475,GARRISON,Nacogdoches (County),1606,0,88,0,0,9904933b0e8dea5b37cab5657e8ca284,5a2eb796758c6e4347f5156c,2017-12-11T16:51:34.282Z,45,40599,50366,7756,TX,98722,63110,133,0,195,75946
0,2,0,2,3956,VIDOR,Newton (County),1606,0,2,0,0,d1cc1afb239a2aa57df9bcc2a4eb5a8c,5a2eb796758c6e4347f5158b,2017-12-11T16:51:34.455Z,0,0,4776,7912,TX,12688,7912,2,0,2,77662
0,276,0,276,804,NACOGDOCHES,Nacogdoches (County),1606,1,333,0,0,122dcf1ecd4ad195de181485948abbde,5a2eb796758c6e4347f51581,2017-12-11T16:51:34.451Z,99,153229,139479,41546,TX,334254,348115,433,0,640,75965
0,14,0,14,734,DALLARDSVILLE,Polk (County),1606,0,14,0,0,305d702d3ad6e01ea1b6be468be66459,5a2eb796758c6e4347f51597,2017-12-11T16:51:34.460Z,6,3884,24456,3219,TX,31559,14687,20,0,25,77332
0,1,0,1,5200,JASPER,Nacogdoches (County),1606,0,1,0,0,2b8c47a35b80297c71ada6b01d7d8c8e,5a2eb796758c6e4347f5157f,2017-12-11T16:51:34.450Z,0,0,2476,5200,TX,7676,5200,1,0,1,75951
0,1,0,1,5622,Mayflower Community  ,Newton (County),1606,0,1,0,0,7b9f21ad81ea9e12ca3e84b18008d1a8,5a2eb796758c6e4347f51589,2017-12-11T16:51:34.454Z,0,0,352,5200,TX,5552,5622,1,0,1,75972
0,44,0,44,453,CUSHING,Nacogdoches (County),1606,0,62,0,0,f9bfd78edca862b98c7c4143775daaf0,5a2eb796758c6e4347f5157d,2017-12-11T16:51:34.449Z,35,26142,16000,4059,TX,46201,43896,97,0,140,75760
33,2,1,2478,1351,LIVINGSTON,Polk (County),1606,28,2,6,15,0d3768b53e1036f0374a8c04f49c44e6,5a2eb796758c6e4347f5159c,2017-12-11T16:51:34.469Z,1,1104313,2436861,1537216,TX,5078390,5067235,3751,0,5,77351
0,1,0,1,9120,NEW WILLARD,Polk (County),1606,0,1,0,0,22ee84042f8255eec2ced93b122c9edd,5a2eb796758c6e4347f5159e,2017-12-11T16:51:34.470Z,0,0,2384,5200,TX,7584,9120,1,0,1,77350
0,1,0,1,2930,INDIAN SPRINGS LIVINGSTON,Polk (County),1606,0,1,0,0,6e92554229916a4fe0aab34010b93c9b,5a2eb796758c6e4347f5159a,2017-12-11T16:51:34.462Z,1,219,384,5200,TX,5803,5860,2,0,2,77351
0,1,0,1,5505,NEWTON,Nacogdoches (County),1606,0,1,0,0,c26c5f36501ff508eac0a6e235be4036,5a2eb796758c6e4347f51582,2017-12-11T16:51:34.451Z,0,612,561,4893,TX,6066,5505,1,0,1,75966
1,112,0,113,3090,ORANGEFIELD,Orange (County),1606,4,75,0,1,062ea418c8bc77a6c5778a10adc9dec2,5a2eb796758c6e4347f51592,2017-12-11T16:51:34.458Z,15,40383,194791,83187,TX,318361,293551,95,0,127,77639
0,26,0,26,1570,MAGNOLIA,Montgomery (County),1606,0,29,1,0,fe773b215a7f773a3a3d04b1d1e5c1a4,5a2eb796758c6e4347f51576,2017-12-11T16:51:34.446Z,22,15609,16403,18127,TX,50139,81655,52,0,80,77354
1,25,0,26,2710,NEW WAVERLY,San Jacinto (County),1606,0,26,0,1,036e6f9e3c181d46a4329c13778cab52,5a2eb796758c6e4347f515b0,2017-12-11T16:51:34.477Z,12,11624,23301,36104,TX,71029,105676,39,0,54,77358
0,116,0,116,550,WILLIS,Montgomery (County),1606,0,123,0,0,d048b2a7a6c5a9926bf9de10f18ce2b6,5a2eb796758c6e4347f5157c,2017-12-11T16:51:34.449Z,98,55999,104932,17899,TX,178830,121536,221,0,376,77318
0,14,0,14,1975,ORANGE,Orange (County),1606,1,2,0,0,2a0799eace3efd3e4216a6114666a4fe,5a2eb796758c6e4347f51591,2017-12-11T16:51:34.458Z,7,2752,26000,0,TX,28752,19752,10,0,19,77631
0,76,0,76,930,TIMPSON,Shelby (County),1606,0,121,0,0,cf460cb7a5ce851a9f1978a3cfecddb5,5a2eb796758c6e4347f515b5,2017-12-11T16:51:34.479Z,34,31536,44962,46189,TX,122686,144158,155,0,214,75975
0,290,0,290,821,POINTBLANK,San Jacinto (County),1606,3,307,0,0,0348c506ae2ed49e0a728c9a32669c33,5a2eb796758c6e4347f515b1,2017-12-11T16:51:34.478Z,99,123389,296505,73242,TX,493136,335933,409,0,569,77364
1,142,0,143,918,MILAM,Sabine (County),1606,0,115,0,1,9d82442ea31492b0dae108be00160a62,5a2eb796758c6e4347f515a5,2017-12-11T16:51:34.473Z,99,56127,135344,62070,TX,253541,197426,215,0,294,75959
1,50,0,51,2436,LEGGETT,Polk (County),1606,1,67,0,1,b1e5b3929f77351691e1319942ed516c,5a2eb796758c6e4347f515f6,2017-12-11T16:51:34.507Z,18,15857,65144,59032,TX,140033,211947,87,0,103,77350
0,74,0,74,1821,BRONSON,San Augustine (County),1606,0,70,0,1,4340de832ab87d92cf424c395b36cb60,5a2eb796758c6e4347f515a9,2017-12-11T16:51:34.474Z,15,50537,53087,49052,TX,152677,156588,86,0,109,75930
0,15,1,16,3410,WODEN,Nacogdoches (County),1606,0,16,0,1,2bd5ee3df88788825966ba2fcca68963,5a2eb796758c6e4347f515de,2017-12-11T16:51:34.497Z,6,20729,8670,12379,TX,41778,78428,23,1,33,75978
0,6,0,6,1357,CHESTER,Polk (County),1606,0,6,0,0,780c2fbdcdd8bb0f6aeb5d20f788f0e1,5a2eb796758c6e4347f515f1,2017-12-11T16:51:34.505Z,3,4253,2000,0,TX,6253,12217,9,0,12,75936
146,6,18,7080,3431,ORANGE,Orange (County),1606,117,4,17,112,8bc680c51a6cea48d95cbb8e1c77aae8,5a2eb796758c6e4347f515ec,2017-12-11T16:51:34.503Z,930,3270896,13355072,3587155,TX,20213123,19019311,5543,14,8,77630
0,16,0,16,1538,RYE,Polk (County),1606,0,15,0,0,d393aef0c07d341d1c7879718b0202e2,5a2eb796758c6e4347f515fb,2017-12-11T16:51:34.509Z,5,4103,12310,19253,TX,35666,30755,20,0,23,77369
16,412,0,428,2879,BON WIER,Newton (County),1606,13,340,1,8,a296f2039632beae235485ecd8de4936,5a2eb796758c6e4347f515e0,2017-12-11T16:51:34.498Z,80,230926,708376,422983,TX,1362286,1272661,442,0,543,75928
0,17,0,17,874,KENNARD,Trinity (County),1606,0,19,0,0,f2ec2abf15dbaee4aa19a1efdb965911,5a2eb796758c6e4347f515b7,2017-12-11T16:51:34.480Z,9,9683,8000,0,TX,17683,24464,28,0,41,75847
3,337,1,341,2751,BROADDUS,San Augustine (County),1606,2,311,0,8,229d81caf76f32c2117e1a02ec941020,5a2eb796758c6e4347f515a8,2017-12-11T16:51:34.474Z,71,180330,337821,200369,TX,718519,1078292,392,0,528,75929
1,532,0,533,847,NEW CANEY,Montgomery (County),1606,4,560,2,1,40ead99378b8147c3f69b3962c0897fa,5a2eb796758c6e4347f515d2,2017-12-11T16:51:34.492Z,401,240986,413490,222452,TX,876928,820216,968,0,1,77357
0,9,0,9,542,MAGNOLIA,Montgomery (County),1606,0,10,0,0,26a911d26b21a986d10a2057448adc6b,5a2eb796758c6e4347f51614,2017-12-11T16:51:34.520Z,14,3227,7071,6081,TX,16379,12996,24,0,52,77355
9,368,0,377,1453,ONALASKA,Polk (County),1606,4,415,2,3,ce31fe5995441f5627ad64459f1cb6f4,5a2eb796758c6e4347f515fa,2017-12-11T16:51:34.509Z,226,171710,331536,299556,TX,802802,944185,650,0,953,77360
5,301,1,307,3090,MAURICEVILLE,Orange (County),1606,2,201,1,4,e9cbf2c583c489b5b410eba4ddced2e2,5a2eb796758c6e4347f5162d,2017-12-11T16:51:34.531Z,54,144078,543790,179011,TX,866878,809543,262,1,362,77626
2,183,0,185,1093,PINELAND,Sabine (County),1606,2,244,1,1,9a19d73a2a9374e514d51ac8ff0ba9d5,5a2eb796758c6e4347f51601,2017-12-11T16:51:34.512Z,75,49627,209286,103163,TX,362076,353005,323,0,451,75968
4,91,0,95,6162,BUNA,Newton (County),1606,2,74,0,5,b1f683756431722cb2babaee50c4eb11,5a2eb796758c6e4347f51623,2017-12-11T16:51:34.527Z,12,69027,141483,101595,TX,312104,573028,93,0,116,77612
1,436,0,437,2925,CORRIGAN,Polk (County),1606,3,427,1,1,d74b219a325d98509f4079206db6f212,5a2eb796758c6e4347f515f2,2017-12-11T16:51:34.505Z,153,215235,416924,106426,TX,738585,1711283,585,0,805,75939
0,1,0,1,8564,LUMBERTON,Orange (County),1606,0,1,0,0,278642ae2c85541f7c5e7d67963e6c03,5a2eb796758c6e4347f515ea,2017-12-11T16:51:34.502Z,0,4783,554,3781,TX,9118,8564,1,0,1,77657
1,20,0,21,1661,NEW CANEY,Liberty (County),1606,0,24,0,0,a2c7178906809ac3aa368ca7f1a000cf,5a2eb796758c6e4347f515c6,2017-12-11T16:51:34.487Z,4,14083,25971,11956,TX,52010,46497,28,0,41,77357
0,3,0,3,4533,TOLEDO,Newton (County),1606,1,2,0,0,e122f617d79f3fdf6913058bbcd44b9e,5a2eb796758c6e4347f515e6,2017-12-11T16:51:34.500Z,0,3077,0,0,TX,3077,13599,3,0,3,75932
1,69,0,70,1110,ACE,Polk (County),1606,0,62,0,1,b8c6ee207cdc1170ba40216d0b0d4934,5a2eb796758c6e4347f51632,2017-12-11T16:51:34.533Z,23,27114,67638,34621,TX,129373,95431,86,0,109,77326
0,20,0,20,3041,WEST ORANGE,Orange (County),1606,0,17,0,0,8aa78edb60dbfc0a1b8e75a94c3c4bee,5a2eb796758c6e4347f515ef,2017-12-11T16:51:34.504Z,1,10105,34167,27049,TX,71321,54730,18,0,23,77630
6,391,0,397,863,NACOGDOCHES,Nacogdoches (County),1606,3,486,2,1,45144d6b5fe6e612855e592625ce591a,5a2eb796758c6e4347f515dc,2017-12-11T16:51:34.496Z,197,203450,232815,137257,TX,573522,594682,689,0,989,75964
0,1,0,1,59422,DEWEYVILLE,Orange (County),1606,0,0,0,1,5045b30e323784be276d4883b459ccd1,5a2eb796758c6e4347f515e8,2017-12-11T16:51:34.501Z,0,219,2000,0,TX,2219,59422,1,0,1,77714
2,29,0,31,945,TENAHA,Shelby (County),1606,0,46,1,0,ed9f7888dd5c12067f57b87028cd4801,5a2eb796758c6e4347f51610,2017-12-11T16:51:34.518Z,26,18010,27399,19429,TX,64838,69017,73,0,107,75974
4,369,0,373,1287,NACOGDOCHES,Nacogdoches (County),1606,1,510,1,4,9cd3f453bc439616a25d3a2983d3fcae,5a2eb796758c6e4347f5161e,2017-12-11T16:51:34.524Z,213,209730,240629,145318,TX,595677,938063,729,0,1,75961
7,896,0,903,1128,HEMPHILL,Sabine (County),1606,10,835,0,4,17560bd3779212deeaecac97a19a256f,5a2eb796758c6e4347f51641,2017-12-11T16:51:34.539Z,427,466715,892966,299909,TX,1659590,1439009,1276,0,1,75948
0,11,0,11,962,SAN AUGUSTINE,Sabine (County),1606,1,16,0,0,47827d250d08996c6d2eb5d22d43e25c,5a2eb796758c6e4347f51602,2017-12-11T16:51:34.512Z,6,4899,4352,6333,TX,15583,22125,23,0,33,75972
8,194,0,202,2928,WIERGATE,Newton (County),1606,1,150,2,3,bbcf4e81223a47da8815c78f8b0dafd1,5a2eb796758c6e4347f51629,2017-12-11T16:51:34.529Z,62,90548,304789,248016,TX,643354,638401,218,0,270,75977
2,400,0,402,782,SAN AUGUSTINE,San Augustine (County),1606,1,517,0,2,a7ee03d314e3d62500ff90588620c30a,5a2eb796758c6e4347f51607,2017-12-11T16:51:34.514Z,216,175354,331468,133677,TX,640499,575861,736,0,1,75972
0,7,0,7,447,POINT BLANK,San Jacinto (County),1606,0,6,0,0,01ea8bdaebcc9d190153b667437c543a,5a2eb796758c6e4347f5160c,2017-12-11T16:51:34.517Z,8,1026,6000,3319,TX,10345,6258,14,0,18,77364
9,624,1,634,1457,COLDSPRING,San Jacinto (County),1606,5,693,0,7,4758a7dbb6132f92b88f9505be3e24a0,5a2eb796758c6e4347f5164c,2017-12-11T16:51:34.544Z,305,285673,624301,463640,TX,1373614,1471149,1010,0,1,77331
0,1,0,1,6479,JACK STATION,Polk (County),1606,0,1,0,0,8e2f80b4fa9cba25981a94b22052ceb7,5a2eb796758c6e4347f51638,2017-12-11T16:51:34.536Z,0,0,2000,5200,TX,7200,6479,1,0,1,75960
0,47,0,47,772,WILLIS,San Jacinto (County),1606,0,55,0,0,208621bf3c2b6cc2439a7d686fe8d465,5a2eb796758c6e4347f5160d,2017-12-11T16:51:34.517Z,29,18502,47621,16928,TX,83051,64813,84,0,102,77378
0,4,0,4,915,CLEVELAND,San Jacinto (County),1606,0,3,0,0,ab698f1b3601b8c319de2abb055108f6,5a2eb796758c6e4347f5164b,2017-12-11T16:51:34.544Z,3,550,8000,0,TX,8550,5492,6,0,9,77327
0,4,0,4,3683,MAURICEVILLE,Newton (County),1606,0,4,0,0,a73020163e46b9162fceabdd3130d385,5a2eb796758c6e4347f515e4,2017-12-11T16:51:34.499Z,1,3116,4776,12785,TX,20678,18414,5,0,5,77626
0,287,1,288,495,WILLIS,Montgomery (County),1606,0,308,0,0,98216a5bfa225f73ac44a0929f8db85f,5a2eb796758c6e4347f5161a,2017-12-11T16:51:34.523Z,235,155880,224914,53831,TX,434625,269014,543,1,763,77378
